document,actual,for sale,hockey,apple hardware,atheism,email filler,university misc,electronics,guns
1810,apple hardware,11.71,13.51,15.32,11.71,10.81,13.51,12.61,10.81
1811,email filler,10.78,8.38,14.97,8.98,24.55,13.17,10.78,8.38
1812,apple hardware,10.83,9.17,20.0,10.83,15.0,14.17,10.0,10.0
1813,university misc,14.9,6.25,16.35,14.42,6.73,16.83,16.35,8.17
1814,apple hardware,7.35,9.56,29.41,8.82,11.03,12.5,9.56,11.76
1815,email filler,8.97,6.9,11.03,9.66,37.24,9.66,9.66,6.9
1816,apple hardware,18.08,6.78,25.42,7.34,10.73,6.78,13.56,11.3
1817,apple hardware,9.82,9.82,18.75,8.93,13.39,17.86,12.5,8.93
1818,apple hardware,12.73,9.7,23.64,7.88,13.33,7.88,12.73,12.12
1819,email filler,8.47,11.02,14.41,9.32,19.49,18.64,10.17,8.47
1820,apple hardware,10.08,8.4,28.57,8.4,12.61,12.61,10.92,8.4
1821,apple hardware,13.11,6.94,38.82,3.6,6.94,6.68,14.91,9.0
1822,apple hardware,8.89,8.89,30.37,11.85,8.89,11.11,10.37,9.63
1823,electronics,12.96,6.02,15.74,6.94,17.59,7.87,23.61,9.26
1824,apple hardware,9.79,9.09,26.57,8.39,12.59,10.49,13.99,9.09
1825,apple hardware,20.17,5.04,27.31,6.3,10.5,8.4,15.13,7.14
1826,apple hardware,12.4,9.3,34.11,8.53,9.3,8.53,9.3,8.53
1827,apple hardware,11.41,8.15,38.04,8.7,8.15,7.07,9.78,8.7
1828,apple hardware,13.18,10.08,20.16,9.3,19.38,10.85,8.53,8.53
1829,apple hardware,13.79,8.62,19.54,9.2,14.37,14.37,13.79,6.32
1830,for sale,19.26,8.89,17.04,11.11,16.3,9.63,9.63,8.15
1831,apple hardware,10.16,9.38,17.97,11.72,10.94,14.84,12.5,12.5
1832,apple hardware,11.11,9.72,27.08,9.72,11.81,11.11,11.11,8.33
1833,apple hardware,9.89,7.69,34.62,8.79,6.04,14.84,12.09,6.04
1834,apple hardware,10.0,9.38,30.0,7.5,9.38,15.0,10.0,8.75
1835,apple hardware,8.66,5.19,46.32,6.49,7.36,7.36,13.42,5.19
1836,apple hardware,14.05,9.92,19.83,9.92,18.18,10.74,9.09,8.26
1837,apple hardware,9.56,8.09,30.88,9.56,11.76,10.29,11.76,8.09
1838,apple hardware,8.53,7.58,39.81,9.95,5.21,10.43,10.43,8.06
1839,university misc,13.08,11.54,16.92,8.46,10.0,17.69,13.85,8.46
1840,email filler,8.82,11.03,13.97,8.09,30.15,8.82,10.29,8.82
1841,apple hardware,11.35,7.57,34.05,8.11,8.11,12.43,9.19,9.19
1842,apple hardware,16.95,5.08,30.51,14.83,5.93,6.78,10.59,9.32
1843,apple hardware,10.47,7.56,38.37,9.88,6.98,9.3,11.05,6.4
1844,apple hardware,10.39,9.74,24.68,9.74,12.99,12.34,9.09,11.04
1845,apple hardware,9.43,7.55,19.5,11.32,11.32,13.84,12.58,14.47
1846,apple hardware,12.27,6.36,35.0,7.73,11.36,9.09,8.64,9.55
1847,apple hardware,16.56,7.36,25.77,9.2,9.2,9.82,14.72,7.36
1848,email filler,10.9,9.62,16.03,10.26,20.51,8.33,12.18,12.18
1849,apple hardware,18.5,4.41,37.0,9.25,6.17,11.01,8.81,4.85
1850,apple hardware,14.47,5.7,34.65,11.4,8.33,12.72,6.58,6.14
1851,email filler,8.02,5.66,14.15,7.08,37.74,12.74,8.96,5.66
1852,apple hardware,12.68,7.75,38.73,8.45,9.15,9.15,7.04,7.04
1853,apple hardware,10.69,9.16,32.06,9.92,9.92,11.45,9.16,7.63
1854,apple hardware,10.93,4.86,43.32,6.88,6.07,14.17,8.1,5.67
1855,apple hardware,11.17,6.91,38.83,9.04,8.51,10.64,6.91,7.98
1856,apple hardware,12.63,7.89,28.95,6.84,11.58,14.21,11.05,6.84
1857,apple hardware,13.59,5.43,39.67,9.78,9.24,8.7,7.07,6.52
1858,apple hardware,14.85,7.92,19.31,7.43,10.89,12.87,12.38,14.36
1859,apple hardware,11.04,9.09,37.01,8.44,8.44,10.39,7.14,8.44
1860,for sale,22.42,9.09,20.61,6.67,12.73,9.09,10.91,8.48
1861,email filler,8.0,12.0,9.6,9.6,29.6,12.0,11.2,8.0
1862,email filler,8.45,9.15,18.31,9.86,23.24,10.56,11.97,8.45
1863,apple hardware,8.72,6.42,49.08,5.05,9.63,8.72,5.5,6.88
1864,apple hardware,12.75,9.31,35.29,7.84,5.88,12.75,7.84,8.33
1865,apple hardware,14.55,6.57,24.41,7.51,17.84,14.08,7.51,7.51
1866,apple hardware,10.06,8.18,25.79,10.06,14.47,11.95,8.81,10.69
1867,email filler,10.83,8.33,16.67,9.17,18.33,15.0,12.5,9.17
1868,apple hardware,8.4,10.69,34.35,7.63,10.69,10.69,9.16,8.4
1869,apple hardware,12.68,4.35,44.2,9.42,6.52,7.97,7.97,6.88
1870,apple hardware,8.66,9.45,26.77,10.24,8.66,14.96,10.24,11.02
1871,email filler,13.04,7.25,15.22,7.97,20.29,12.32,10.87,13.04
1872,university misc,9.77,9.77,21.05,7.52,10.53,24.06,9.02,8.27
1873,apple hardware,10.67,6.18,37.08,6.74,6.18,12.36,11.24,9.55
1874,apple hardware,9.76,6.1,38.41,8.54,6.71,13.41,7.93,9.15
1875,apple hardware,12.05,6.25,36.16,5.8,6.25,12.5,14.73,6.25
1876,apple hardware,9.6,7.07,31.82,8.08,9.6,13.64,9.6,10.61
1877,email filler,8.82,7.06,15.88,8.82,23.53,13.53,14.71,7.65
1878,university misc,7.27,9.7,20.61,7.88,9.7,23.64,12.73,8.48
1879,university misc,10.5,7.31,18.26,5.94,13.7,28.77,8.68,6.85
1880,email filler,15.58,7.14,11.69,9.09,25.97,9.09,11.04,10.39
1881,apple hardware,18.88,4.9,27.27,6.64,10.49,7.69,18.18,5.94
1882,apple hardware,13.93,5.97,30.85,8.96,6.47,6.97,19.4,7.46
1883,apple hardware,10.83,10.0,20.0,9.17,14.17,14.17,10.0,11.67
1884,apple hardware,12.2,9.76,21.14,8.94,15.45,13.82,9.76,8.94
1885,apple hardware,12.5,10.29,29.41,8.09,8.82,11.76,11.03,8.09
1886,email filler,15.17,8.28,13.79,7.59,22.76,8.97,13.79,9.66
1887,apple hardware,9.09,11.52,23.64,6.67,23.03,9.7,9.09,7.27
1888,apple hardware,7.19,8.63,23.74,8.63,17.27,17.27,9.35,7.91
1889,apple hardware,11.28,9.02,18.8,8.27,18.8,15.04,9.77,9.02
1890,apple hardware,16.23,7.33,27.23,6.81,8.9,10.99,15.71,6.81
1891,apple hardware,12.88,6.06,46.59,6.82,7.2,8.33,8.33,3.79
1892,apple hardware,10.77,7.18,39.49,7.69,8.21,11.79,8.21,6.67
1893,apple hardware,9.66,5.68,25.57,6.25,11.93,13.64,14.77,12.5
1894,apple hardware,19.47,6.84,30.53,8.42,11.58,10.53,6.32,6.32
1895,university misc,10.0,14.0,15.0,10.0,11.0,18.0,11.0,11.0
1896,apple hardware,8.27,7.52,27.07,9.77,16.54,14.29,9.02,7.52
1897,apple hardware,8.66,9.45,22.05,10.24,9.45,22.05,10.24,7.87
1898,apple hardware,12.12,4.38,46.8,7.07,4.71,8.75,10.44,5.72
1899,apple hardware,10.06,7.69,24.85,13.61,12.43,10.65,11.24,9.47
1900,apple hardware,9.35,7.48,25.23,8.88,11.21,11.21,19.63,7.01
1901,university misc,8.66,10.24,18.11,10.24,12.6,21.26,9.45,9.45
1902,apple hardware,7.29,6.77,35.94,7.29,6.25,15.62,12.5,8.33
1903,apple hardware,15.82,8.86,17.72,8.23,10.13,16.46,13.92,8.86
1904,apple hardware,13.11,5.74,47.13,6.15,6.15,5.33,9.84,6.56
1905,apple hardware,20.1,6.86,34.8,10.29,5.88,7.84,6.37,7.84
1906,apple hardware,13.61,7.48,27.89,8.84,10.2,10.88,12.24,8.84
1907,apple hardware,11.46,13.54,17.71,10.42,11.46,13.54,11.46,10.42
1908,apple hardware,12.86,5.0,55.0,4.29,4.29,7.14,6.43,5.0
1909,apple hardware,21.19,3.62,28.94,9.56,5.94,6.98,11.11,12.66
1910,apple hardware,15.59,4.95,41.09,6.44,5.2,7.92,10.64,8.17
1911,email filler,14.58,9.03,15.28,7.64,18.75,13.19,12.5,9.03
1912,apple hardware,9.13,7.21,45.19,6.73,8.17,7.69,11.06,4.81
1913,apple hardware,8.72,8.05,34.9,10.07,8.05,10.07,11.41,8.72
1914,apple hardware,12.17,10.43,19.13,10.43,15.65,10.43,9.57,12.17
1915,apple hardware,13.16,7.24,24.34,7.89,12.5,15.79,9.21,9.87
1916,apple hardware,9.89,8.24,26.92,15.38,7.14,18.68,6.04,7.69
1917,apple hardware,15.87,5.77,40.87,7.21,8.17,7.21,8.17,6.73
1918,apple hardware,9.66,7.59,31.03,8.28,13.79,11.72,9.66,8.28
1919,email filler,11.48,8.2,18.03,9.84,18.85,12.3,11.48,9.84
1920,apple hardware,7.83,7.23,28.92,7.83,16.87,12.65,11.45,7.23
1921,apple hardware,13.48,9.22,32.62,9.22,7.8,10.64,7.09,9.93
1922,apple hardware,5.99,6.45,36.87,6.45,13.36,11.52,9.22,10.14
1923,apple hardware,14.35,4.78,32.17,8.7,6.09,17.39,8.7,7.83
1924,email filler,11.64,6.85,19.18,8.22,23.29,10.27,13.01,7.53
1925,apple hardware,15.02,5.16,27.23,9.39,12.21,13.62,8.45,8.92
1926,apple hardware,11.76,7.19,28.76,9.8,10.46,13.73,8.5,9.8
1927,apple hardware,14.73,9.3,20.16,12.4,13.18,11.63,9.3,9.3
1928,apple hardware,9.26,9.26,20.37,13.89,13.89,12.96,10.19,10.19
1929,apple hardware,13.19,3.85,37.64,6.87,11.81,8.52,8.52,9.62
1930,apple hardware,14.29,7.14,42.38,6.67,8.1,9.05,5.71,6.67
1931,apple hardware,5.91,5.91,34.95,6.99,11.29,10.75,16.67,7.53
1932,apple hardware,7.73,9.79,30.41,7.73,9.28,12.89,12.37,9.79
1933,apple hardware,14.19,14.19,25.81,7.1,10.97,9.03,11.61,7.1
1934,apple hardware,6.91,7.98,34.57,6.38,5.32,11.17,17.02,10.64
1935,apple hardware,11.61,7.74,29.68,7.1,9.03,18.71,7.74,8.39
1936,university misc,13.95,11.63,15.5,7.75,13.18,18.6,10.85,8.53
1937,apple hardware,10.94,7.81,22.66,8.59,13.28,12.5,10.16,14.06
1938,apple hardware,12.5,6.25,33.12,12.5,8.75,8.75,10.0,8.12
1939,apple hardware,12.83,8.02,27.81,8.02,9.63,13.9,10.16,9.63
1940,apple hardware,14.75,4.26,41.64,6.23,7.54,8.2,10.49,6.89
1941,apple hardware,14.97,4.78,33.12,7.01,4.14,6.05,24.84,5.1
1942,email filler,19.41,7.59,20.25,7.59,24.89,7.59,5.49,7.17
1943,apple hardware,9.18,7.25,40.58,8.7,9.66,7.25,10.14,7.25
1944,apple hardware,8.78,5.74,49.66,7.09,7.09,6.76,5.74,9.12
1945,apple hardware,11.35,6.03,46.1,9.57,4.61,7.45,8.87,6.03
1946,apple hardware,9.62,9.13,44.71,6.25,4.81,9.62,5.77,10.1
1947,apple hardware,13.77,5.07,37.32,4.35,6.88,17.03,10.51,5.07
1948,email filler,8.0,8.0,12.8,8.8,27.2,12.8,12.0,10.4
1949,apple hardware,10.71,9.29,27.14,10.0,11.43,10.71,12.86,7.86
1950,apple hardware,11.26,8.61,25.83,7.28,13.25,6.62,19.21,7.95
1951,email filler,8.0,9.6,10.4,8.0,33.6,8.8,11.2,10.4
1952,apple hardware,13.75,10.0,26.25,10.62,9.38,11.25,6.88,11.88
1953,apple hardware,11.85,9.63,28.15,9.63,11.11,9.63,10.37,9.63
1954,apple hardware,16.55,10.34,17.93,8.28,7.59,12.41,17.24,9.66
1955,apple hardware,13.18,8.53,20.16,10.08,11.63,10.08,11.63,14.73
1956,apple hardware,13.21,6.92,23.9,8.18,20.75,8.81,10.69,7.55
1957,apple hardware,11.3,9.04,38.98,7.91,13.56,5.65,6.21,7.34
1958,apple hardware,12.14,6.36,34.68,12.14,9.83,6.94,9.25,8.67
1959,university misc,12.12,6.06,21.82,9.09,9.7,23.03,9.09,9.09
1960,hockey,15.04,15.93,14.16,9.73,9.73,14.16,11.5,9.73
1961,apple hardware,17.65,3.76,43.76,7.06,5.41,4.94,12.71,4.71
1962,apple hardware,12.15,7.73,23.2,12.15,12.15,14.36,12.15,6.08
1963,apple hardware,16.1,5.85,36.1,8.78,8.29,11.22,7.8,5.85
1964,apple hardware,8.09,8.09,25.74,8.82,19.12,11.03,10.29,8.82
1965,apple hardware,14.22,5.5,30.28,9.63,15.6,10.09,7.8,6.88
1966,apple hardware,8.09,7.35,35.29,9.56,14.71,8.82,8.09,8.09
1967,apple hardware,13.48,8.43,28.09,8.99,12.92,11.8,9.55,6.74
1968,apple hardware,9.85,9.85,22.73,8.33,15.15,11.36,11.36,11.36
1969,apple hardware,12.58,7.95,31.13,9.27,9.93,14.57,6.62,7.95
1970,apple hardware,13.24,4.9,26.96,5.88,17.16,11.76,13.24,6.86
1971,apple hardware,16.28,5.58,30.7,9.77,11.63,10.7,9.3,6.05
1972,apple hardware,15.79,4.89,38.72,7.52,9.77,8.65,8.27,6.39
1973,apple hardware,13.29,7.59,28.48,11.39,9.49,12.03,10.76,6.96
1974,university misc,9.35,8.63,22.3,7.19,12.23,24.46,8.63,7.19
1975,apple hardware,10.27,10.81,36.76,5.95,7.57,10.27,9.19,9.19
1976,apple hardware,14.65,7.58,16.16,13.13,16.16,10.1,10.61,11.62
1977,apple hardware,9.29,13.57,30.71,9.29,12.14,8.57,8.57,7.86
1978,apple hardware,6.73,5.38,32.29,8.97,8.07,9.87,22.87,5.83
1979,apple hardware,14.18,8.21,21.64,11.19,11.19,13.43,11.19,8.96
1980,apple hardware,11.48,8.2,19.67,10.66,15.57,13.93,11.48,9.02
1981,apple hardware,12.5,5.43,33.15,9.24,14.67,9.24,6.52,9.24
1982,apple hardware,17.58,4.4,30.04,11.36,6.23,12.82,11.36,6.23
1983,apple hardware,9.9,7.81,33.85,10.94,10.94,11.46,9.38,5.73
1984,apple hardware,13.59,5.34,34.95,10.68,8.74,10.68,10.19,5.83
1985,apple hardware,11.43,5.0,53.21,5.71,7.5,5.36,6.07,5.71
1986,for sale,27.81,7.81,11.25,14.06,17.19,6.88,9.06,5.94
1987,electronics,11.14,4.4,25.65,4.92,4.66,3.89,40.67,4.66
1988,apple hardware,13.69,3.94,47.8,9.28,4.18,6.03,11.37,3.71
1989,apple hardware,8.94,8.94,22.76,9.76,16.26,14.63,10.57,8.13
1990,apple hardware,14.42,6.25,40.38,6.73,7.21,12.02,8.17,4.81
1991,electronics,14.29,8.84,17.01,8.16,10.2,10.88,21.77,8.84
1992,apple hardware,10.79,8.63,23.74,10.07,10.79,15.11,12.95,7.91
1993,email filler,9.68,8.06,17.74,9.68,21.77,10.48,12.1,10.48
1994,apple hardware,13.33,5.19,40.74,6.3,8.89,5.93,12.59,7.04
1995,apple hardware,11.24,6.51,24.85,8.28,9.47,10.65,18.93,10.06
1996,apple hardware,9.36,4.93,40.39,7.39,9.36,4.93,11.33,12.32
1997,apple hardware,9.09,8.52,29.55,9.66,9.09,14.77,11.93,7.39
1998,apple hardware,8.82,7.35,34.31,8.33,13.24,13.24,8.33,6.37
1999,apple hardware,10.19,12.04,16.67,10.19,13.89,14.81,11.11,11.11
2000,apple hardware,13.11,7.1,22.95,6.56,20.22,14.75,7.65,7.65
2001,apple hardware,9.95,5.47,39.3,8.96,11.94,11.94,6.47,5.97
2002,apple hardware,8.66,4.72,47.64,9.84,7.87,9.06,5.91,6.3
2003,university misc,9.74,11.04,14.94,10.39,11.04,21.43,9.09,12.34
2004,apple hardware,13.77,6.07,34.01,4.86,6.88,10.12,13.77,10.53
2005,apple hardware,13.07,6.53,31.66,7.04,9.05,17.09,8.54,7.04
2006,apple hardware,11.73,6.17,34.57,12.35,11.11,6.79,11.11,6.17
2007,apple hardware,10.47,12.21,30.23,8.14,8.72,15.12,8.14,6.98
2008,apple hardware,13.81,5.24,34.76,7.14,10.48,11.43,7.14,10.0
2009,apple hardware,15.79,7.02,30.99,9.94,7.6,12.28,8.77,7.6
2010,apple hardware,10.25,9.54,45.58,8.83,5.65,7.07,8.48,4.59
2011,apple hardware,14.36,6.44,33.66,6.44,7.92,7.43,17.33,6.44
2012,apple hardware,4.28,5.5,48.62,11.62,3.67,11.31,6.12,8.87
2013,apple hardware,9.09,10.61,40.91,7.07,7.58,10.61,7.58,6.57
2014,apple hardware,16.81,5.46,34.45,9.66,7.98,8.4,9.24,7.98
2015,university misc,8.53,9.3,17.83,8.53,13.95,18.6,13.18,10.08
2016,apple hardware,8.28,9.55,27.39,8.28,14.65,12.74,12.1,7.01
2017,apple hardware,20.09,5.8,38.84,6.25,5.8,6.7,6.7,9.82
2018,apple hardware,11.98,5.73,29.17,10.94,12.5,15.1,7.29,7.29
2019,apple hardware,7.75,8.53,27.91,10.85,13.95,10.85,9.3,10.85
2020,apple hardware,13.29,8.09,35.26,9.25,10.98,6.94,6.94,9.25
2021,apple hardware,11.88,11.88,15.84,11.88,14.85,10.89,10.89,11.88
2022,apple hardware,11.31,4.38,47.81,5.11,4.38,10.95,9.49,6.57
2023,apple hardware,10.55,5.53,43.22,7.54,8.04,8.04,8.54,8.54
2024,apple hardware,8.71,5.68,28.41,6.44,17.42,8.33,19.7,5.3
2025,apple hardware,17.86,3.11,49.51,5.44,7.18,5.24,6.02,5.63
2026,apple hardware,10.61,9.85,25.0,8.33,11.36,13.64,12.12,9.09
2027,apple hardware,10.93,6.56,40.44,6.01,10.93,11.48,6.56,7.1
2028,email filler,9.26,11.11,12.04,12.04,23.15,12.04,10.19,10.19
2029,apple hardware,5.8,7.25,29.95,8.7,11.11,13.04,15.94,8.21
2030,apple hardware,5.47,6.47,34.83,10.95,7.96,14.93,11.44,7.96
2031,apple hardware,14.54,4.61,44.68,5.67,7.8,5.32,7.8,9.57
2032,apple hardware,13.29,9.09,25.87,9.09,9.09,8.39,13.29,11.89
2033,apple hardware,13.17,7.19,26.95,9.58,9.58,13.17,12.57,7.78
2034,apple hardware,10.07,9.35,25.9,9.35,10.07,9.35,12.95,12.95
2035,apple hardware,8.79,6.59,33.52,10.44,8.24,13.74,12.64,6.04
2036,apple hardware,9.42,7.25,20.29,13.04,16.67,12.32,10.87,10.14
2037,apple hardware,12.74,10.83,32.48,8.92,8.28,12.74,7.64,6.37
2038,apple hardware,9.52,7.14,31.55,11.9,13.69,10.12,8.93,7.14
2039,apple hardware,13.9,6.95,34.22,13.37,9.63,8.02,8.02,5.88
2040,apple hardware,15.33,8.0,28.0,9.33,11.33,10.67,8.0,9.33
2041,apple hardware,16.15,4.04,52.48,6.52,3.73,6.21,6.83,4.04
2042,apple hardware,11.06,4.87,46.9,7.08,5.31,11.5,6.64,6.64
2043,university misc,9.09,9.92,14.88,9.92,11.57,19.83,12.4,12.4
2044,apple hardware,9.29,7.1,37.16,7.65,9.84,10.38,13.11,5.46
2045,university misc,9.94,8.19,16.96,11.7,11.7,25.15,8.19,8.19
2046,electronics,20.47,7.44,12.09,6.05,8.84,10.7,26.51,7.91
2047,apple hardware,13.14,8.03,34.31,8.76,8.76,8.76,9.49,8.76
2048,apple hardware,8.14,9.3,31.4,9.3,17.44,11.63,6.98,5.81
2049,apple hardware,11.27,10.33,34.74,9.86,7.51,8.92,9.86,7.51
2050,apple hardware,11.68,5.61,26.17,8.41,10.28,17.76,10.28,9.81
2051,apple hardware,22.41,4.15,39.42,6.64,5.39,6.22,10.37,5.39
2052,apple hardware,9.86,6.1,37.09,7.51,11.74,11.27,9.39,7.04
2053,university misc,9.23,9.23,15.38,8.46,14.62,20.77,8.46,13.85
2054,apple hardware,11.0,6.0,32.0,10.5,12.5,13.0,7.5,7.5
2055,apple hardware,13.89,8.33,36.67,7.78,7.22,11.11,7.78,7.22
2056,apple hardware,11.64,4.78,54.93,10.45,3.58,5.37,5.37,3.88
2057,apple hardware,11.91,6.86,49.82,7.94,6.14,5.42,6.5,5.42
2058,apple hardware,17.65,7.24,39.82,6.33,4.98,9.95,7.69,6.33
2059,apple hardware,17.14,5.71,29.39,11.84,12.24,8.98,6.53,8.16
2060,apple hardware,11.11,4.83,37.68,8.7,8.7,9.18,14.01,5.8
2061,apple hardware,9.15,7.04,19.72,11.27,16.2,15.49,11.27,9.86
2062,apple hardware,15.65,8.84,27.21,8.84,8.16,11.56,10.2,9.52
2063,apple hardware,8.09,9.25,31.79,8.67,8.67,10.98,13.29,9.25
2064,apple hardware,13.64,10.0,21.82,9.09,13.64,12.73,10.0,9.09
2065,apple hardware,8.62,10.34,25.29,9.77,6.9,22.41,9.2,7.47
2066,apple hardware,11.46,5.73,35.42,9.9,12.5,8.33,10.94,5.73
2067,apple hardware,8.17,6.23,42.02,10.51,4.67,14.4,7.0,7.0
2068,apple hardware,13.21,5.66,45.75,5.66,6.6,9.43,8.96,4.72
2069,university misc,11.95,7.55,12.58,9.43,11.95,21.38,13.84,11.32
2070,apple hardware,13.57,6.53,31.16,9.05,7.04,13.07,12.06,7.54
2071,apple hardware,22.44,6.41,24.36,12.18,8.33,8.33,8.97,8.97
2072,apple hardware,8.57,11.43,25.0,9.29,10.71,12.14,14.29,8.57
2073,university misc,10.31,13.4,14.43,10.31,11.34,17.53,11.34,11.34
2074,apple hardware,13.5,7.98,26.99,7.98,11.66,12.27,9.82,9.82
2075,apple hardware,14.29,8.73,18.25,9.52,14.29,11.11,13.49,10.32
2076,apple hardware,15.69,8.82,25.98,7.84,10.29,9.8,12.75,8.82
2077,apple hardware,13.68,5.66,32.55,8.96,10.38,7.08,15.09,6.6
2078,apple hardware,10.2,11.56,27.21,6.8,11.56,8.16,12.93,11.56
2079,apple hardware,21.79,4.17,37.82,7.37,7.37,6.41,10.26,4.81
2080,apple hardware,21.05,6.51,49.72,4.71,2.77,4.99,8.03,2.22
2081,apple hardware,15.38,13.08,20.77,11.54,11.54,9.23,10.0,8.46
2082,apple hardware,12.5,8.93,25.6,8.33,11.9,14.29,6.55,11.9
2083,apple hardware,10.4,9.6,22.4,9.6,8.8,20.8,9.6,8.8
2084,for sale,21.88,6.88,16.88,9.38,8.75,15.0,13.12,8.12
2085,apple hardware,8.84,6.8,26.53,6.8,8.84,18.37,12.93,10.88
2086,apple hardware,13.83,7.45,27.66,10.11,9.57,9.04,16.49,5.85
2087,apple hardware,12.44,7.56,33.33,9.33,8.0,16.44,7.56,5.33
2088,email filler,9.72,9.03,17.36,7.64,19.44,15.97,12.5,8.33
2089,apple hardware,14.39,8.63,17.27,9.35,15.83,12.23,12.95,9.35
2090,apple hardware,14.01,4.56,46.58,5.54,4.89,11.4,6.84,6.19
2091,apple hardware,14.07,8.15,17.78,9.63,14.81,10.37,13.33,11.85
2092,apple hardware,16.45,6.58,30.26,7.24,15.13,9.21,7.89,7.24
2093,apple hardware,14.0,8.0,34.67,8.0,8.67,8.67,9.33,8.67
2094,email filler,13.04,8.07,13.04,9.94,21.12,8.07,11.8,14.91
2095,apple hardware,9.83,12.14,28.9,9.25,8.67,11.56,10.98,8.67
2096,apple hardware,13.04,5.65,36.52,8.26,8.7,7.39,12.17,8.26
2097,apple hardware,11.81,14.17,24.41,10.24,8.66,11.81,11.02,7.87
2098,apple hardware,12.15,10.28,18.69,10.28,13.08,13.08,13.08,9.35
2099,apple hardware,9.23,8.72,40.0,8.21,6.67,14.87,7.18,5.13
2100,apple hardware,9.16,10.69,25.19,11.45,12.21,12.21,10.69,8.4
2101,apple hardware,13.56,5.65,30.51,9.04,9.6,11.86,7.91,11.86
2102,apple hardware,9.86,8.45,22.54,7.75,16.9,14.08,11.97,8.45
2103,apple hardware,11.19,7.46,26.87,11.19,11.94,14.93,8.96,7.46
2104,apple hardware,6.18,7.64,40.73,4.36,13.09,14.18,8.36,5.45
2105,electronics,9.6,10.4,15.2,9.6,12.8,14.4,20.0,8.0
2106,apple hardware,12.43,9.04,25.42,13.56,10.17,7.34,12.99,9.04
2107,apple hardware,13.51,9.91,18.02,9.01,13.51,15.32,11.71,9.01
2108,apple hardware,9.2,6.9,21.26,9.77,18.39,16.09,10.34,8.05
2109,apple hardware,11.66,7.36,29.45,11.04,9.82,9.2,12.27,9.2
2110,apple hardware,16.46,7.32,21.95,10.37,14.02,13.41,8.54,7.93
2111,apple hardware,9.56,9.56,27.94,7.35,16.18,8.09,11.76,9.56
2112,email filler,12.0,8.8,16.0,10.4,21.6,10.4,12.0,8.8
2113,for sale,25.9,9.16,20.72,6.77,12.75,7.17,9.56,7.97
2114,apple hardware,14.29,4.58,47.71,7.28,4.04,10.78,5.12,6.2
2115,university misc,10.9,6.41,20.51,10.26,11.54,22.44,8.97,8.97
2116,apple hardware,8.23,8.86,20.89,11.39,15.19,12.66,15.19,7.59
2117,apple hardware,8.7,7.61,33.15,8.7,10.33,17.39,7.07,7.07
2118,apple hardware,7.46,5.47,40.8,9.95,8.46,8.96,11.44,7.46
2119,apple hardware,18.0,5.6,31.2,7.2,7.6,10.0,8.8,11.6
2120,apple hardware,12.96,8.64,28.4,8.64,9.88,14.2,8.02,9.26
2121,apple hardware,15.71,9.29,17.86,7.14,15.0,12.14,12.14,10.71
2122,apple hardware,5.66,1.04,78.45,3.56,1.08,0.69,7.3,2.22
2123,apple hardware,13.11,10.66,18.85,9.02,17.21,10.66,9.84,10.66
2124,apple hardware,11.23,6.88,50.72,5.43,7.25,9.06,4.35,5.07
2125,apple hardware,13.16,6.84,37.37,9.47,7.89,8.42,6.84,10.0
2126,apple hardware,9.7,8.96,35.82,8.96,8.96,9.7,9.7,8.21
2127,apple hardware,14.29,8.57,29.29,9.29,9.29,9.29,10.0,10.0
2128,apple hardware,12.21,8.4,31.3,8.4,9.16,10.69,11.45,8.4
2129,apple hardware,11.43,6.29,31.43,7.43,10.86,15.43,8.57,8.57
2130,apple hardware,10.0,6.67,22.78,8.89,16.67,12.78,15.56,6.67
2131,apple hardware,12.02,6.73,29.81,7.69,14.42,11.06,9.62,8.65
2132,apple hardware,25.18,5.04,40.65,4.32,3.6,6.83,10.43,3.96
2133,apple hardware,16.45,9.87,24.34,7.24,8.55,15.79,8.55,9.21
2134,apple hardware,14.12,5.1,37.65,8.63,4.71,5.49,14.51,9.8
2135,apple hardware,12.0,6.29,34.86,8.57,13.14,10.29,6.86,8.0
2136,apple hardware,9.35,7.19,26.62,7.91,12.23,12.95,12.95,10.79
2137,email filler,12.3,9.02,14.75,9.02,21.31,13.11,11.48,9.02
2138,email filler,12.58,11.32,20.75,8.18,21.38,9.43,8.81,7.55
2139,apple hardware,10.53,8.77,21.05,8.77,13.16,15.79,12.28,9.65
2140,apple hardware,9.03,8.33,31.25,7.64,15.28,9.72,8.33,10.42
2141,for sale,19.05,7.74,17.26,7.74,10.12,8.93,13.69,15.48
2142,university misc,11.76,7.84,21.57,7.84,5.88,24.02,11.27,9.8
2143,apple hardware,9.82,5.8,41.52,9.38,8.04,8.48,10.71,6.25
2144,apple hardware,9.88,7.41,29.01,12.96,12.35,9.88,8.02,10.49
2145,apple hardware,13.43,9.7,20.9,7.46,13.43,11.19,14.18,9.7
2146,apple hardware,13.07,9.15,31.37,7.84,6.54,15.03,8.5,8.5
2147,apple hardware,11.17,8.38,33.52,7.26,5.59,15.64,9.5,8.94
2148,electronics,14.18,7.8,15.6,7.09,16.31,12.77,17.02,9.22
2149,apple hardware,11.89,7.03,19.46,9.19,16.76,11.89,14.59,9.19
2150,apple hardware,17.82,7.47,28.74,7.47,9.77,9.2,9.77,9.77
2151,email filler,6.58,7.89,13.82,9.87,28.29,13.16,13.16,7.24
2152,apple hardware,12.43,13.02,27.22,7.69,13.61,8.28,10.65,7.1
