document,actual,apple hardware,electronics,email filler words,for sale,hockey,guns,atheism,misc
1798,apple hardware,19.39,16.97,10.91,18.79,7.27,9.09,9.7,7.88
1799,apple hardware,29.31,10.34,10.34,10.34,9.48,9.48,11.21,9.48
1800,apple hardware,27.06,22.44,5.61,4.62,5.28,5.28,7.26,22.44
1801,electronics,13.6,18.4,13.6,13.6,14.4,8.8,8.8,8.8
1802,apple hardware,21.14,13.82,12.2,11.38,9.76,11.38,9.76,10.57
1803,apple hardware,30.34,8.43,8.99,12.36,6.74,8.43,8.43,16.29
1804,apple hardware,20.0,11.67,18.33,9.17,10.0,10.0,8.33,12.5
1805,electronics,12.69,25.89,14.72,9.64,6.6,10.66,9.64,10.15
1806,electronics,17.97,20.31,14.84,10.16,8.59,7.81,9.38,10.94
1807,electronics,17.71,25.71,14.29,8.0,7.43,8.0,6.86,12.0
1808,electronics,6.52,40.76,10.87,7.61,6.52,7.07,6.52,14.13
1809,electronics,5.12,48.43,9.84,4.72,7.48,5.51,10.63,8.27
1810,electronics,5.7,40.79,14.04,7.02,6.58,10.09,5.26,10.53
1811,apple hardware,34.01,13.2,9.14,9.14,6.6,7.61,9.14,11.17
1812,apple hardware,32.75,15.2,8.77,11.7,9.36,7.6,5.85,8.77
1813,electronics,5.95,44.86,10.27,8.11,5.95,7.57,7.57,9.73
1814,electronics,8.05,39.08,12.07,8.62,7.47,6.32,9.2,9.2
1815,electronics,7.02,23.98,11.11,12.87,11.11,7.6,11.7,14.62
1816,guns,16.09,21.11,11.08,8.97,5.54,21.37,7.92,7.92
1817,electronics,10.43,17.39,16.52,12.17,12.17,9.57,11.3,10.43
1818,electronics,7.23,53.18,5.78,7.51,4.91,6.36,5.49,9.54
1819,email filler words,11.76,13.73,15.69,10.78,11.76,11.76,10.78,13.73
1820,electronics,21.12,39.27,5.28,6.27,5.61,6.6,7.59,8.25
1821,apple hardware,19.62,12.66,17.09,13.92,10.76,7.59,11.39,6.96
1822,apple hardware,20.18,18.42,11.4,9.65,10.53,10.53,8.77,10.53
1823,apple hardware,31.42,18.14,14.6,6.19,5.31,7.96,6.64,9.73
1824,electronics,11.75,43.27,6.88,4.58,2.87,5.73,10.03,14.9
1825,apple hardware,36.04,17.26,5.58,11.68,5.58,8.12,7.61,8.12
1826,electronics,7.55,44.96,8.99,6.12,8.63,7.55,6.47,9.71
1827,misc,8.46,13.08,15.38,7.69,9.23,13.08,12.31,20.77
1828,email filler words,6.75,19.29,19.94,7.72,5.47,15.11,9.65,16.08
1829,electronics,22.47,25.84,7.87,8.99,4.12,12.73,10.11,7.87
1830,apple hardware,19.63,15.89,10.28,12.15,10.28,9.35,12.15,10.28
1831,apple hardware,29.63,12.5,12.96,12.04,5.09,12.04,6.02,9.72
1832,electronics,13.61,25.13,13.61,8.9,5.24,9.95,8.9,14.66
1833,electronics,8.95,34.74,16.32,5.79,6.32,8.42,6.84,12.63
1834,email filler words,5.83,11.17,32.52,7.28,7.28,13.11,10.19,12.62
1835,electronics,11.91,38.27,8.3,11.55,6.14,5.42,7.58,10.83
1836,email filler words,15.07,9.59,24.66,17.81,6.85,7.53,10.96,7.53
1837,electronics,15.13,20.17,10.08,14.29,8.4,10.08,9.24,12.61
1838,apple hardware,24.38,15.29,14.88,7.02,5.37,7.44,10.33,15.29
1839,electronics,6.27,45.76,8.86,4.43,5.54,5.54,6.27,17.34
1840,electronics,15.46,23.71,14.43,13.92,8.25,6.7,7.22,10.31
1841,electronics,9.39,54.42,6.91,4.7,4.42,6.08,3.87,10.22
1842,for sale,15.58,11.69,12.99,18.18,7.79,9.74,10.39,13.64
1843,apple hardware,29.24,12.28,14.04,7.6,7.02,10.53,8.77,10.53
1844,apple hardware,29.45,8.9,17.81,6.85,8.22,8.9,8.9,10.96
1845,email filler words,10.81,21.08,24.86,11.35,5.95,8.65,9.19,8.11
1846,electronics,11.14,43.77,6.63,4.24,3.98,4.24,5.57,20.42
1847,electronics,10.93,22.95,20.77,8.2,7.65,8.74,8.2,12.57
1848,email filler words,18.18,14.39,24.24,8.33,9.09,7.58,9.85,8.33
1849,electronics,13.51,26.35,9.46,8.11,8.11,8.78,12.16,13.51
1850,apple hardware,28.57,14.29,5.53,18.43,6.91,8.29,5.99,11.98
1851,electronics,13.29,22.15,20.25,8.23,8.86,6.96,10.76,9.49
1852,electronics,12.0,18.86,17.14,6.29,5.71,18.86,8.0,13.14
1853,apple hardware,24.12,11.76,9.41,7.65,10.59,12.94,8.24,15.29
1854,apple hardware,18.67,14.67,12.0,13.33,14.0,8.67,6.67,12.0
1855,electronics,9.35,17.99,12.23,13.67,10.79,10.07,8.63,17.27
1856,electronics,18.6,24.79,9.09,12.81,6.2,7.02,8.26,13.22
1857,apple hardware,22.9,9.16,19.85,10.69,9.16,7.63,9.16,11.45
1858,apple hardware,28.99,11.24,16.57,6.51,10.65,7.1,6.51,12.43
1859,electronics,12.1,16.13,15.32,12.1,9.68,14.52,8.87,11.29
1860,apple hardware,20.29,11.59,13.77,13.77,10.14,8.7,9.42,12.32
1861,email filler words,7.36,16.02,34.2,8.23,5.63,12.99,6.93,8.66
1862,apple hardware,17.18,9.2,17.18,9.82,12.27,8.59,8.59,17.18
1863,email filler words,17.46,13.49,19.84,8.73,12.7,9.52,10.32,7.94
1864,for sale,12.8,20.73,8.54,23.78,8.54,6.71,7.93,10.98
1865,electronics,7.46,38.64,7.8,7.8,5.08,7.8,17.63,7.8
1866,electronics,10.98,31.71,12.8,11.59,9.76,6.71,6.1,10.37
1867,apple hardware,33.33,10.0,10.0,9.17,11.67,8.33,9.17,8.33
1868,apple hardware,17.43,17.43,11.01,12.84,9.17,11.93,10.09,10.09
1869,apple hardware,28.93,9.09,15.7,8.26,8.26,9.09,11.57,9.09
1870,electronics,17.33,33.33,10.22,7.56,8.44,6.22,4.89,12.0
1871,electronics,7.75,43.8,13.18,6.98,5.81,4.26,5.43,12.79
1872,electronics,8.4,40.8,6.4,7.6,4.8,7.6,7.6,16.8
1873,apple hardware,18.75,17.19,13.28,10.16,8.59,8.59,10.16,13.28
1874,electronics,9.9,18.75,14.58,9.9,7.81,17.71,6.25,15.1
1875,for sale,14.22,13.27,12.32,21.8,10.43,6.16,5.69,16.11
1876,electronics,11.46,24.2,12.1,9.55,10.19,8.28,8.92,15.29
1877,electronics,10.53,21.05,8.77,16.96,10.53,8.19,7.6,16.37
1878,electronics,8.62,28.74,10.34,10.92,6.32,7.47,8.05,19.54
1879,electronics,13.37,20.3,10.89,13.37,6.44,7.92,7.92,19.8
1880,electronics,7.42,38.86,8.73,7.42,5.68,10.92,8.3,12.66
1881,electronics,16.13,18.71,14.19,13.55,8.39,7.74,11.61,9.68
1882,electronics,6.91,42.28,7.32,8.94,4.07,6.1,6.1,18.29
1883,email filler words,19.85,8.4,20.61,9.92,9.16,12.98,10.69,8.4
1884,email filler words,9.48,15.52,19.83,12.07,9.48,11.21,11.21,11.21
1885,electronics,12.5,30.95,10.12,10.12,6.55,6.55,7.74,15.48
1886,electronics,15.83,23.74,13.67,10.79,8.63,10.79,9.35,7.19
1887,electronics,6.43,53.01,11.65,5.62,6.43,6.43,4.02,6.43
1888,electronics,11.35,24.86,17.3,7.57,8.11,12.43,8.65,9.73
1889,electronics,8.97,26.28,16.03,10.9,7.69,8.97,10.26,10.9
1890,electronics,17.48,20.28,11.19,12.59,7.69,6.99,9.09,14.69
1891,electronics,16.93,26.77,9.06,13.39,4.72,4.33,7.87,16.93
1892,electronics,18.01,31.68,10.56,8.7,7.45,8.7,6.83,8.07
1893,electronics,17.44,19.19,15.12,9.88,9.88,6.4,6.4,15.7
1894,electronics,10.56,38.51,14.29,6.83,6.83,6.21,8.07,8.7
1895,electronics,14.08,38.03,9.39,6.57,6.57,6.1,7.51,11.74
1896,electronics,20.08,22.01,8.49,9.27,5.41,5.79,9.65,19.31
1897,apple hardware,37.42,9.68,8.39,9.68,6.45,13.55,7.1,7.74
1898,for sale,10.62,12.5,8.75,28.75,6.25,10.0,10.0,13.12
1899,email filler words,15.62,9.38,16.41,15.62,8.59,10.16,14.06,10.16
1900,apple hardware,19.16,14.97,13.77,14.37,11.98,8.38,8.38,8.98
1901,apple hardware,33.84,14.65,7.07,18.18,5.56,6.57,6.57,7.58
1902,apple hardware,22.07,11.72,16.55,8.97,13.1,8.97,8.28,10.34
1903,electronics,7.8,43.41,7.32,7.32,6.83,5.37,8.29,13.66
1904,apple hardware,24.36,9.62,20.51,8.33,7.69,10.26,10.26,8.97
1905,electronics,19.9,25.87,10.45,13.43,8.96,5.97,6.47,8.96
1906,apple hardware,26.57,8.39,10.49,12.59,10.49,11.19,7.69,12.59
1907,apple hardware,33.33,18.47,4.95,9.91,6.31,4.5,8.11,14.41
1908,apple hardware,21.69,17.99,12.7,14.81,11.11,6.35,7.41,7.94
1909,electronics,9.85,31.53,19.7,9.36,5.91,6.4,5.91,11.33
1910,for sale,15.28,11.11,12.5,18.75,11.11,9.72,10.42,11.11
1911,electronics,11.9,31.9,10.95,10.95,10.48,6.67,6.19,10.95
1912,for sale,8.97,8.97,14.1,16.67,15.38,10.9,8.33,16.67
1913,electronics,13.42,25.11,9.52,14.72,5.63,7.36,9.09,15.15
1914,apple hardware,21.28,9.22,14.18,14.89,7.09,9.93,14.89,8.51
1915,electronics,10.08,18.6,13.95,12.4,8.53,11.63,9.3,15.5
1916,electronics,13.52,21.72,7.79,16.8,6.15,6.15,8.61,19.26
1917,email filler words,10.44,13.19,21.43,13.74,10.44,6.04,8.79,15.93
1918,electronics,14.95,22.9,12.15,7.94,8.88,9.35,7.48,16.36
1919,electronics,4.7,50.67,6.38,5.37,3.36,5.37,6.38,17.79
1920,electronics,6.52,42.75,5.07,9.06,5.07,5.8,6.52,19.2
1921,electronics,10.46,31.05,6.86,7.19,4.58,5.88,4.58,29.41
1922,electronics,20.92,33.85,6.15,8.92,3.38,3.69,7.38,15.69
1923,apple hardware,18.44,18.44,11.35,12.77,10.64,8.51,9.22,10.64
1924,email filler words,11.39,10.13,29.75,10.13,7.59,13.92,8.23,8.86
1925,for sale,16.97,16.97,9.09,18.79,9.09,7.88,8.48,12.73
1926,electronics,9.56,36.25,17.93,6.37,4.38,6.77,5.58,13.15
1927,electronics,11.48,34.07,14.81,6.67,9.63,6.67,6.67,10.0
1928,electronics,14.57,23.18,8.61,9.27,15.23,12.58,9.27,7.28
1929,electronics,9.18,17.86,17.86,9.18,11.22,12.24,5.61,16.84
1930,electronics,6.36,50.45,8.18,6.82,8.64,5.91,6.82,6.82
1931,electronics,9.15,33.99,15.03,7.84,6.54,6.54,9.15,11.76
1932,electronics,4.41,61.02,7.46,6.78,5.08,3.73,4.07,7.46
1933,electronics,0.48,85.48,0.42,1.02,0.41,3.52,2.76,5.91
1934,electronics,8.08,42.42,12.12,7.58,9.6,6.57,5.56,8.08
1935,electronics,16.11,26.85,8.72,12.08,7.38,11.41,8.72,8.72
1936,for sale,10.71,11.9,11.31,20.83,11.31,7.14,14.29,12.5
1937,electronics,9.69,34.88,13.57,7.75,6.98,5.43,6.98,14.73
1938,electronics,12.96,38.89,14.35,5.56,7.87,5.09,6.94,8.33
1939,electronics,21.36,27.73,12.27,7.27,7.27,5.0,6.82,12.27
1940,apple hardware,20.92,16.99,11.76,16.34,7.19,6.54,8.5,11.76
1941,electronics,11.35,31.6,8.9,3.37,4.91,8.28,7.36,24.23
1942,electronics,13.94,21.82,11.52,15.15,6.67,10.3,8.48,12.12
1943,electronics,13.9,19.79,13.9,12.3,11.76,10.16,6.42,11.76
1944,electronics,10.56,27.78,10.56,16.67,6.67,9.44,10.0,8.33
1945,electronics,6.99,33.33,12.9,13.44,10.22,6.45,8.6,8.06
1946,electronics,6.92,41.18,7.61,7.96,4.84,5.88,5.88,19.72
1947,electronics,11.69,18.18,18.18,14.29,8.44,7.79,9.74,11.69
1948,electronics,9.91,23.87,9.46,9.01,10.81,9.46,6.76,20.72
1949,electronics,10.31,23.71,8.76,14.95,9.28,8.76,11.34,12.89
1950,electronics,9.5,32.96,8.94,7.82,5.59,7.82,10.06,17.32
1951,electronics,6.67,47.88,11.21,3.64,4.55,10.3,4.85,10.91
1952,electronics,12.43,33.33,8.47,8.47,5.65,10.17,9.6,11.86
1953,apple hardware,20.65,10.32,11.61,11.61,9.68,16.13,7.1,12.9
1954,electronics,12.04,44.91,6.94,7.41,6.48,7.41,6.94,7.87
1955,apple hardware,35.07,17.06,13.27,7.11,5.21,7.11,5.21,9.95
1956,electronics,8.98,45.51,8.38,10.78,5.99,7.78,6.59,5.99
1957,electronics,11.11,17.04,15.56,14.81,8.15,11.85,9.63,11.85
1958,electronics,10.37,28.89,15.56,8.89,9.63,8.89,8.15,9.63
1959,electronics,6.37,51.39,10.36,4.38,4.78,7.17,4.78,10.76
1960,electronics,16.06,43.07,6.2,8.03,6.93,5.84,5.84,8.03
1961,apple hardware,25.95,11.45,15.27,9.92,9.16,9.16,10.69,8.4
1962,electronics,9.89,33.52,8.24,10.44,6.59,13.74,7.14,10.44
1963,apple hardware,27.97,11.89,9.09,13.29,9.79,9.09,9.09,9.79
1964,electronics,4.98,51.25,9.96,7.47,5.69,6.05,6.41,8.19
1965,misc,18.63,12.42,14.91,8.07,8.07,9.94,8.7,19.25
1966,for sale,15.08,11.9,10.32,19.84,11.9,10.32,8.73,11.9
1967,electronics,5.68,51.53,5.68,5.68,6.55,7.86,6.55,10.48
1968,electronics,5.76,44.5,11.52,8.38,6.28,6.81,10.99,5.76
1969,for sale,12.63,14.21,12.63,27.37,8.42,5.79,11.05,7.89
1970,for sale,17.69,12.24,10.88,25.85,10.2,7.48,8.84,6.8
1971,electronics,13.04,34.24,9.78,10.87,5.98,6.52,7.07,12.5
1972,electronics,22.28,26.63,9.24,9.78,6.52,10.87,6.52,8.15
1973,electronics,9.74,35.38,10.26,9.74,7.69,6.67,8.72,11.79
1974,apple hardware,19.79,17.19,14.58,8.85,7.81,7.81,6.77,17.19
1975,apple hardware,26.21,8.97,11.03,7.59,15.86,8.28,8.28,13.79
1976,electronics,10.22,35.04,9.49,9.49,8.03,8.03,8.03,11.68
1977,electronics,9.88,30.86,12.35,9.88,7.41,9.88,8.64,11.11
1978,electronics,13.06,25.31,10.61,12.24,9.8,13.06,7.76,8.16
1979,for sale,16.84,9.47,14.74,18.95,7.37,7.37,12.63,12.63
1980,electronics,5.94,52.51,10.96,6.85,5.48,5.02,5.94,7.31
1981,for sale,9.68,12.1,16.13,20.16,10.48,12.1,9.68,9.68
1982,electronics,13.75,18.12,11.25,13.75,9.38,11.88,9.38,12.5
1983,for sale,10.91,12.73,13.64,19.09,13.64,10.0,9.09,10.91
1984,apple hardware,17.61,9.86,12.68,15.49,11.97,11.97,10.56,9.86
1985,apple hardware,28.46,9.23,9.23,13.08,10.77,10.0,7.69,11.54
1986,electronics,7.41,39.81,8.33,12.5,6.02,5.09,8.33,12.5
1987,electronics,14.84,20.65,11.61,17.42,10.32,10.32,7.1,7.74
1988,electronics,5.46,38.25,10.38,7.65,7.1,9.84,10.93,10.38
1989,electronics,25.73,28.44,3.39,9.93,6.09,3.61,7.67,15.12
1990,electronics,7.95,36.42,11.26,10.6,6.62,8.61,7.95,10.6
1991,apple hardware,20.56,12.22,9.44,16.67,8.33,8.89,6.11,17.78
1992,electronics,10.43,25.12,11.37,16.11,6.64,6.16,11.37,12.8
1993,apple hardware,29.02,25.55,7.89,6.62,3.79,4.42,5.68,17.03
1994,electronics,5.16,47.89,6.57,5.16,5.16,6.1,7.51,16.43
1995,electronics,6.45,50.69,7.83,5.99,5.07,9.68,4.61,9.68
1996,electronics,13.22,18.18,17.36,11.57,10.74,11.57,8.26,9.09
1997,electronics,11.76,32.68,13.73,9.8,7.19,7.19,7.19,10.46
1998,electronics,11.76,40.11,7.49,9.09,6.95,5.88,7.49,11.23
1999,apple hardware,21.79,9.62,13.46,14.1,10.9,8.97,10.26,10.9
2000,email filler words,14.04,11.4,16.67,10.53,11.4,11.4,10.53,14.04
2001,electronics,9.45,40.0,10.55,12.0,4.36,6.18,4.36,13.09
2002,apple hardware,22.5,10.62,11.88,14.37,8.12,9.38,8.12,15.0
2003,electronics,9.27,33.66,17.07,9.76,5.37,9.27,6.34,9.27
2004,apple hardware,29.11,16.9,17.84,7.04,6.57,5.16,6.57,10.8
2005,electronics,8.9,25.34,20.55,8.9,8.22,8.9,7.53,11.64
2006,electronics,11.82,29.56,9.85,7.39,7.88,5.91,6.9,20.69
2007,for sale,12.9,14.52,12.9,20.97,8.06,11.29,8.87,10.48
2008,apple hardware,27.86,20.0,9.29,8.57,10.0,7.14,9.29,7.86
2009,electronics,12.5,18.27,14.42,10.58,10.58,11.54,12.5,9.62
2010,electronics,10.75,25.81,11.83,16.67,5.91,12.9,7.53,8.6
2011,apple hardware,40.62,8.33,11.98,7.29,5.73,6.77,6.77,12.5
2012,electronics,9.2,36.2,7.98,11.04,7.36,6.75,9.2,12.27
2013,apple hardware,22.14,15.0,12.14,10.71,9.29,7.86,11.43,11.43
2014,electronics,9.18,33.16,7.65,14.8,9.18,5.61,7.65,12.76
2015,electronics,8.3,41.48,8.73,5.68,6.11,6.99,9.17,13.54
2016,electronics,16.93,30.69,10.05,8.47,6.88,6.35,5.82,14.81
2017,electronics,4.76,60.2,5.78,5.78,6.12,5.1,4.76,7.48
2018,electronics,8.0,39.0,13.5,11.5,7.0,6.0,8.0,7.0
2019,apple hardware,23.78,13.99,11.89,10.49,11.19,9.79,9.79,9.09
2020,email filler words,14.91,15.35,19.3,12.72,7.02,8.33,12.72,9.65
2021,electronics,9.85,28.08,20.2,8.37,6.4,10.34,8.37,8.37
2022,electronics,10.1,19.19,13.64,17.68,7.07,10.61,9.6,12.12
2023,electronics,17.01,23.65,8.3,12.86,6.22,11.62,9.13,11.2
2024,electronics,8.64,32.1,13.58,7.41,6.17,9.26,8.64,14.2
2025,electronics,4.46,60.63,9.19,4.46,7.61,3.67,4.46,5.51
2026,electronics,15.49,30.52,11.74,9.39,7.04,6.1,8.45,11.27
2027,electronics,1.73,81.71,1.83,1.64,1.25,3.66,3.08,5.1
2028,electronics,16.35,17.61,12.58,11.95,10.69,8.18,9.43,13.21
2029,electronics,16.94,26.78,8.2,9.84,6.56,8.2,9.29,14.21
2030,electronics,11.2,19.2,16.0,12.8,9.6,9.6,8.8,12.8
2031,apple hardware,33.18,13.55,8.88,8.41,5.14,7.48,6.54,16.82
2032,apple hardware,27.64,11.56,12.06,11.56,7.04,8.54,5.53,16.08
2033,electronics,15.81,26.88,7.51,21.34,5.93,5.53,5.14,11.86
2034,electronics,6.75,57.88,8.04,3.86,5.47,4.18,6.75,7.07
2035,electronics,15.91,19.7,18.94,10.61,7.58,8.33,9.85,9.09
2036,apple hardware,27.33,11.63,9.3,14.53,7.56,9.88,6.98,12.79
2037,for sale,17.98,15.17,10.67,23.6,7.87,6.74,7.87,10.11
2038,electronics,17.11,22.37,9.87,15.13,7.24,9.87,9.87,8.55
2039,email filler words,12.04,11.11,15.74,12.96,10.19,13.89,12.04,12.04
2040,apple hardware,21.64,18.71,10.53,15.2,9.36,6.43,8.77,9.36
2041,for sale,13.1,10.34,8.97,20.0,15.86,10.34,6.9,14.48
2042,apple hardware,23.3,12.5,10.8,17.05,9.66,10.8,9.66,6.25
2043,electronics,9.21,28.03,8.37,10.04,8.79,9.62,15.48,10.46
2044,electronics,10.0,26.47,11.76,8.82,11.18,9.41,11.76,10.59
2045,electronics,16.56,22.09,9.2,17.18,6.13,10.43,11.04,7.36
2046,apple hardware,22.73,14.29,7.79,22.08,6.49,7.14,11.04,8.44
2047,apple hardware,29.65,18.58,7.52,11.95,7.08,4.87,6.64,13.72
2048,electronics,6.76,45.89,5.8,5.8,6.76,9.18,6.28,13.53
2049,electronics,6.7,48.21,9.82,6.25,7.59,6.7,6.7,8.04
2050,electronics,10.06,56.18,3.14,5.03,3.56,3.14,7.97,10.9
2051,electronics,5.6,52.61,6.72,9.7,4.48,7.84,7.09,5.97
2052,electronics,10.33,32.64,8.68,10.33,6.2,7.02,7.02,17.77
2053,for sale,10.92,13.79,6.32,35.63,9.77,7.47,8.62,7.47
2054,electronics,13.5,28.0,6.0,23.0,7.0,5.5,7.0,10.0
2055,email filler words,9.56,13.97,21.32,19.12,10.29,7.35,8.82,9.56
2056,apple hardware,24.06,15.79,12.78,13.53,9.02,9.02,7.52,8.27
2057,for sale,12.96,11.73,14.81,15.43,13.58,9.26,8.64,13.58
2058,electronics,6.28,45.41,14.49,5.31,5.8,6.76,6.28,9.66
2059,electronics,8.68,44.21,11.57,5.37,4.55,6.61,7.02,11.98
2060,apple hardware,31.55,14.56,14.08,11.17,5.83,6.8,5.34,10.68
2061,apple hardware,23.88,11.19,12.69,9.7,9.7,8.96,13.43,10.45
2062,electronics,11.54,25.0,10.26,20.51,8.97,7.69,6.41,9.62
2063,electronics,3.06,53.71,5.46,9.39,2.84,6.55,6.77,12.23
2064,electronics,13.18,19.38,10.85,8.53,11.63,11.63,10.85,13.95
2065,electronics,18.67,31.93,9.64,9.64,9.04,6.63,7.23,7.23
2066,electronics,13.91,21.74,9.57,10.43,10.43,11.3,9.57,13.04
2067,electronics,13.68,21.05,15.26,12.11,6.84,6.32,8.95,15.79
2068,electronics,16.17,26.35,10.18,7.19,8.98,7.78,8.98,14.37
2069,apple hardware,23.04,14.66,9.42,9.95,18.32,7.85,7.33,9.42
2070,apple hardware,27.12,9.04,6.78,19.77,9.04,7.34,6.78,14.12
2071,for sale,13.61,9.52,10.2,23.13,11.56,8.84,6.8,16.33
2072,electronics,16.03,22.14,9.92,7.63,9.16,16.03,10.69,8.4
2073,electronics,12.71,18.64,16.1,8.47,11.02,11.86,10.17,11.02
2074,email filler words,13.84,16.98,20.75,8.18,7.55,10.69,8.18,13.84
2075,electronics,15.82,32.28,9.49,8.23,6.33,8.23,6.96,12.66
2076,electronics,11.41,26.09,9.78,14.13,6.52,7.61,8.15,16.3
2077,misc,12.82,14.1,11.54,10.9,11.54,12.18,9.62,17.31
2078,electronics,11.03,24.26,12.5,10.29,9.56,11.76,8.09,12.5
2079,email filler words,8.7,11.3,21.74,9.57,10.43,14.78,12.17,11.3
2080,electronics,7.48,55.51,7.48,4.72,5.91,4.72,7.48,6.69
2081,apple hardware,46.03,5.44,8.79,7.95,5.02,7.11,7.95,11.72
2082,for sale,15.86,15.17,11.03,19.31,8.28,9.66,8.28,12.41
2083,electronics,17.93,18.62,12.41,13.79,8.28,8.28,8.97,11.72
2084,electronics,3.87,69.97,3.1,2.79,2.01,4.95,5.11,8.2
2085,electronics,8.76,37.11,9.79,7.22,9.79,8.25,8.76,10.31
2086,electronics,5.35,53.14,6.29,4.09,5.03,4.4,4.09,17.61
2087,email filler words,17.28,16.23,17.8,17.28,7.85,7.85,6.28,9.42
2088,apple hardware,41.51,10.38,10.85,6.6,5.66,6.6,6.13,12.26
2089,electronics,17.67,30.23,8.37,8.84,6.98,7.91,9.3,10.7
2090,apple hardware,19.82,10.81,9.91,9.01,14.41,12.61,9.91,13.51
2091,electronics,14.59,35.59,10.68,5.34,6.05,6.76,5.69,15.3
2092,for sale,17.14,8.57,10.29,27.43,5.71,7.43,9.71,13.71
2093,apple hardware,40.17,11.35,11.35,14.41,6.11,4.8,6.11,5.68
2094,apple hardware,28.79,9.85,8.33,12.12,12.12,9.85,8.33,10.61
2095,apple hardware,23.45,14.48,16.55,10.34,8.28,7.59,8.28,11.03
2096,electronics,19.59,20.95,10.14,9.46,12.16,8.11,6.76,12.84
2097,electronics,18.91,23.53,7.14,8.82,7.14,10.92,7.98,15.55
2098,electronics,16.48,28.98,13.07,7.95,9.09,6.82,7.95,9.66
2099,apple hardware,22.44,17.95,12.18,7.05,8.97,9.62,8.97,12.82
