document,actual,hockey,atheism,for sale,apple hardware,electronics,guns
2265,apple hardware,12.71,12.71,20.34,21.19,16.95,16.1
2266,apple hardware,8.94,10.61,14.53,37.99,15.64,12.29
2267,apple hardware,14.72,11.66,15.95,37.42,11.04,9.2
2268,electronics,9.48,17.24,11.21,25.0,26.72,10.34
2269,apple hardware,16.36,9.09,16.36,33.64,14.55,10.0
2270,apple hardware,16.67,13.58,16.67,26.54,13.58,12.96
2271,apple hardware,9.05,15.58,19.6,28.14,17.59,10.05
2272,apple hardware,11.11,18.33,13.89,30.0,13.89,12.78
2273,apple hardware,11.76,10.92,15.97,34.45,15.97,10.92
2274,apple hardware,9.56,14.71,13.97,39.71,14.71,7.35
2275,apple hardware,5.59,25.59,5.88,34.12,20.0,8.82
2276,for sale,10.62,9.73,29.2,21.24,15.93,13.27
2277,for sale,8.33,10.56,32.22,27.78,12.22,8.89
2278,apple hardware,8.81,19.5,15.72,27.04,16.98,11.95
2279,apple hardware,6.29,10.29,12.0,52.57,10.29,8.57
2280,apple hardware,15.45,10.0,17.27,34.55,11.82,10.91
2281,apple hardware,9.02,17.62,14.34,28.69,20.08,10.25
2282,apple hardware,9.74,12.99,14.94,36.36,16.23,9.74
2283,for sale,11.48,10.66,21.31,20.49,15.57,20.49
2284,apple hardware,8.84,19.73,25.85,26.53,10.2,8.84
2285,apple hardware,11.46,22.53,15.02,24.51,10.28,16.21
2286,for sale,9.65,14.04,42.98,13.16,9.65,10.53
2287,apple hardware,9.57,13.91,17.39,24.35,14.78,20.0
2288,apple hardware,10.55,12.06,16.08,28.14,20.1,13.07
2289,apple hardware,9.93,12.58,21.19,27.15,15.89,13.25
2290,apple hardware,7.95,7.95,10.23,47.16,13.07,13.64
2291,for sale,17.53,16.23,20.13,11.69,14.29,20.13
2292,electronics,10.08,10.92,12.61,25.21,27.73,13.45
2293,apple hardware,10.59,11.18,18.24,24.71,24.71,10.59
2294,electronics,6.12,6.73,7.65,29.97,40.37,9.17
2295,electronics,5.81,8.26,10.4,33.03,34.86,7.65
2296,apple hardware,21.95,12.2,12.2,23.17,19.51,10.98
2297,apple hardware,6.6,10.38,12.74,44.81,16.98,8.49
2298,apple hardware,10.49,11.19,17.48,36.36,13.29,11.19
2299,electronics,17.36,11.11,20.14,11.11,25.69,14.58
2300,apple hardware,10.37,12.86,17.01,25.31,17.84,16.6
2301,apple hardware,7.75,8.53,13.18,35.66,24.81,10.08
2302,apple hardware,8.7,8.7,11.3,33.04,29.57,8.7
2303,apple hardware,13.69,14.88,16.07,35.12,10.71,9.52
2304,for sale,10.2,10.2,37.41,21.09,12.24,8.84
2305,apple hardware,7.69,10.49,18.88,25.87,23.78,13.29
2306,electronics,15.56,12.78,20.56,18.89,25.0,7.22
2307,apple hardware,4.09,12.28,10.13,51.51,12.5,9.48
2308,apple hardware,8.22,7.53,10.96,41.1,23.97,8.22
2309,apple hardware,6.55,14.29,15.48,36.9,17.26,9.52
2310,apple hardware,8.24,12.55,6.27,53.33,8.63,10.98
2311,apple hardware,6.53,16.58,21.61,32.66,13.07,9.55
2312,apple hardware,9.09,13.64,14.55,35.45,13.64,13.64
2313,for sale,16.81,18.49,20.17,15.97,16.81,11.76
2314,apple hardware,9.21,15.79,18.42,31.58,12.5,12.5
2315,apple hardware,19.13,8.7,19.13,20.87,17.39,14.78
2316,apple hardware,9.66,12.56,13.53,35.27,14.98,14.01
2317,apple hardware,7.49,9.09,12.83,39.57,18.18,12.83
2318,apple hardware,11.11,13.43,11.57,28.24,26.39,9.26
2319,apple hardware,12.75,14.71,14.71,34.31,9.8,13.73
2320,apple hardware,5.44,11.72,10.88,53.56,8.37,10.04
2321,apple hardware,6.19,16.67,19.52,32.38,11.43,13.81
2322,apple hardware,14.16,10.62,21.24,34.51,9.73,9.73
2323,apple hardware,8.15,11.85,15.56,34.81,16.3,13.33
2324,apple hardware,15.5,11.0,22.5,26.5,10.5,14.0
2325,apple hardware,7.94,14.81,7.94,40.74,19.05,9.52
2326,apple hardware,7.45,13.66,11.18,35.4,22.98,9.32
2327,for sale,11.68,12.41,30.66,20.44,14.6,10.22
2328,apple hardware,7.36,11.04,26.38,33.13,9.82,12.27
2329,for sale,8.64,11.73,36.42,20.37,12.96,9.88
2330,apple hardware,10.06,11.32,25.16,32.7,13.21,7.55
2331,apple hardware,8.05,14.83,14.83,37.71,12.29,12.29
2332,apple hardware,11.18,12.42,13.66,27.33,16.77,18.63
2333,apple hardware,11.36,11.36,15.91,27.27,12.5,21.59
2334,apple hardware,8.28,18.93,16.57,24.85,20.12,11.24
2335,electronics,10.99,7.33,6.59,25.64,39.19,10.26
2336,apple hardware,8.18,14.47,8.81,37.74,21.38,9.43
2337,apple hardware,12.5,20.19,15.38,26.92,15.38,9.62
2338,apple hardware,8.78,20.0,13.66,39.02,6.83,11.71
2339,apple hardware,10.37,12.59,17.78,22.22,15.56,21.48
2340,apple hardware,7.33,13.61,15.71,38.74,13.09,11.52
2341,electronics,11.03,11.03,24.83,11.72,25.52,15.86
2342,electronics,17.39,11.96,18.48,18.48,22.83,10.87
2343,apple hardware,8.6,9.14,17.74,32.8,24.19,7.53
2344,apple hardware,8.64,12.35,11.73,38.27,19.14,9.88
2345,apple hardware,16.22,12.61,17.12,24.32,17.12,12.61
2346,apple hardware,14.81,11.11,14.81,26.85,22.22,10.19
2347,electronics,8.78,12.16,18.92,19.59,25.68,14.86
2348,for sale,10.28,12.15,28.04,17.76,21.5,10.28
2349,electronics,9.25,9.83,19.65,21.97,30.64,8.67
2350,apple hardware,14.71,16.67,21.57,23.53,13.73,9.8
2351,apple hardware,14.29,9.52,19.05,27.62,18.1,11.43
2352,apple hardware,8.43,12.65,13.25,35.54,19.28,10.84
2353,apple hardware,13.25,13.25,12.05,30.12,15.66,15.66
2354,apple hardware,13.89,14.81,20.37,25.93,12.96,12.04
2355,apple hardware,8.81,12.58,16.98,39.62,14.47,7.55
2356,apple hardware,7.46,16.92,16.92,34.33,13.93,10.45
2357,apple hardware,8.62,14.94,10.34,32.18,25.86,8.05
2358,apple hardware,10.33,10.33,12.5,44.57,14.13,8.15
2359,apple hardware,7.48,11.21,16.82,29.91,26.64,7.94
2360,apple hardware,6.84,8.42,10.53,38.95,17.37,17.89
2361,electronics,19.13,10.43,13.91,20.87,23.48,12.17
2362,electronics,10.06,11.17,8.94,19.55,38.55,11.73
2363,electronics,13.48,14.89,16.31,17.02,29.79,8.51
2364,electronics,5.31,13.72,15.93,14.6,35.84,14.6
2365,apple hardware,11.52,18.79,11.52,27.88,15.76,14.55
2366,for sale,10.48,17.74,23.39,18.55,18.55,11.29
2367,apple hardware,8.7,13.04,12.32,36.23,13.77,15.94
2368,electronics,15.07,15.07,16.44,17.81,19.18,16.44
2369,apple hardware,7.33,12.93,11.64,38.79,16.38,12.93
2370,apple hardware,11.11,12.82,17.09,29.91,16.24,12.82
2371,apple hardware,14.14,12.12,18.18,30.3,13.13,12.12
2372,electronics,11.94,11.94,10.45,17.16,32.84,15.67
2373,apple hardware,7.0,11.5,21.5,30.0,19.0,11.0
2374,apple hardware,7.94,10.32,13.49,39.68,18.25,10.32
2375,apple hardware,12.5,12.5,16.96,25.89,16.96,15.18
2376,apple hardware,11.21,17.24,12.93,25.0,17.24,16.38
2377,apple hardware,11.46,13.54,20.83,27.08,12.5,14.58
2378,apple hardware,9.74,15.58,12.99,37.01,13.64,11.04
2379,apple hardware,8.4,8.4,21.37,33.59,19.08,9.16
2380,apple hardware,8.9,15.75,14.38,36.99,10.96,13.01
2381,apple hardware,7.32,14.02,12.2,40.85,14.02,11.59
2382,apple hardware,5.46,12.02,18.58,34.43,17.49,12.02
2383,apple hardware,18.75,15.18,21.43,23.21,11.61,9.82
2384,apple hardware,10.68,12.62,14.56,33.01,13.59,15.53
2385,apple hardware,9.56,11.03,22.79,33.82,13.24,9.56
2386,apple hardware,12.0,13.0,21.0,23.0,17.0,14.0
2387,for sale,13.51,13.51,20.27,20.27,17.57,14.86
2388,for sale,12.12,11.11,25.25,22.22,18.18,11.11
2389,for sale,8.33,16.03,25.0,20.51,21.15,8.97
2390,apple hardware,7.86,8.57,21.43,32.14,22.14,7.86
2391,apple hardware,9.21,9.87,25.66,28.29,15.79,11.18
2392,apple hardware,13.13,14.14,12.12,26.26,20.2,14.14
2393,apple hardware,7.66,13.71,19.35,33.47,14.92,10.89
2394,apple hardware,11.54,11.54,21.79,34.62,12.82,7.69
2395,apple hardware,9.15,9.8,16.34,43.14,13.07,8.5
2396,apple hardware,5.43,14.03,10.86,42.08,19.0,8.6
2397,apple hardware,5.73,14.54,11.01,40.53,20.7,7.49
2398,apple hardware,6.39,9.77,8.65,45.86,18.05,11.28
2399,for sale,14.42,10.58,27.88,14.42,18.27,14.42
2400,for sale,13.13,12.12,29.29,13.13,18.18,14.14
2401,for sale,12.04,15.74,28.7,12.96,17.59,12.96
2402,apple hardware,10.38,13.21,16.04,39.62,11.32,9.43
2403,apple hardware,7.44,8.84,11.16,34.42,22.33,15.81
2404,apple hardware,6.97,11.44,17.91,45.27,9.95,8.46
2405,apple hardware,11.2,15.2,12.0,32.8,9.6,19.2
2406,apple hardware,14.47,11.84,11.84,28.95,17.11,15.79
2407,electronics,8.02,18.87,12.26,11.79,29.25,19.81
2408,apple hardware,9.92,12.4,15.7,33.06,18.18,10.74
2409,electronics,12.15,11.21,10.28,10.59,46.11,9.66
2410,apple hardware,6.83,15.26,9.64,39.76,18.07,10.44
2411,apple hardware,9.43,18.24,10.06,38.36,13.21,10.69
2412,apple hardware,9.26,14.81,22.22,27.78,12.96,12.96
2413,apple hardware,11.61,17.86,16.96,25.0,16.96,11.61
2414,apple hardware,11.11,12.04,12.04,35.19,18.52,11.11
2415,apple hardware,6.61,18.06,12.33,29.96,22.91,10.13
2416,apple hardware,18.68,17.58,16.48,21.98,12.09,13.19
2417,for sale,10.88,10.2,29.93,16.33,22.45,10.2
2418,apple hardware,10.0,18.0,18.0,27.0,17.0,10.0
2419,atheism,7.45,25.0,17.02,18.09,21.28,11.17
2420,apple hardware,12.93,10.34,11.21,31.9,18.97,14.66
2421,apple hardware,8.8,11.2,16.8,37.6,16.0,9.6
2422,apple hardware,10.83,13.38,9.55,29.3,19.11,17.83
2423,apple hardware,13.04,14.13,20.65,25.0,15.22,11.96
2424,apple hardware,10.34,14.48,12.41,29.66,20.0,13.1
2425,apple hardware,10.2,11.22,22.45,32.65,12.24,11.22
2426,apple hardware,10.1,13.13,11.11,39.39,15.15,11.11
2427,apple hardware,7.59,6.23,6.23,40.11,26.02,13.82
2428,apple hardware,12.17,13.04,13.04,39.13,13.04,9.57
2429,electronics,12.24,7.14,13.78,13.78,39.8,13.27
2430,apple hardware,9.76,9.76,14.63,29.27,25.2,11.38
2431,apple hardware,8.26,18.35,10.09,32.57,20.64,10.09
2432,apple hardware,9.17,10.09,14.68,38.53,15.6,11.93
2433,apple hardware,9.15,10.98,8.54,40.24,21.34,9.76
2434,apple hardware,15.6,11.93,20.18,29.36,13.76,9.17
2435,apple hardware,15.58,10.39,18.83,24.03,20.78,10.39
2436,apple hardware,9.57,22.61,15.65,28.7,13.04,10.43
2437,apple hardware,10.19,16.67,12.04,25.0,24.07,12.04
2438,apple hardware,13.71,14.52,11.29,29.84,18.55,12.1
2439,apple hardware,10.49,11.11,15.43,40.74,15.43,6.79
2440,apple hardware,11.43,10.0,20.0,38.57,12.14,7.86
2441,apple hardware,7.58,8.06,9.95,51.18,18.01,5.21
2442,apple hardware,13.86,10.89,20.79,26.73,15.84,11.88
2443,apple hardware,11.21,10.34,12.93,32.76,18.97,13.79
2444,apple hardware,7.33,16.23,9.95,38.22,16.23,12.04
2445,apple hardware,19.09,13.64,16.36,26.36,12.73,11.82
2446,apple hardware,11.21,9.48,17.24,32.76,16.38,12.93
2447,apple hardware,9.09,13.94,14.55,30.3,22.42,9.7
2448,apple hardware,7.41,21.3,14.81,30.09,12.96,13.43
2449,apple hardware,9.21,19.08,13.82,36.18,10.53,11.18
2450,apple hardware,14.18,14.18,20.9,32.84,8.21,9.7
2451,apple hardware,10.07,14.39,20.14,28.78,14.39,12.23
2452,apple hardware,9.0,17.5,15.0,36.5,13.5,8.5
2453,for sale,14.69,13.29,20.98,20.28,20.98,9.79
2454,apple hardware,19.12,16.18,11.76,26.47,15.44,11.03
2455,apple hardware,5.31,17.87,14.01,44.44,7.73,10.63
2456,apple hardware,8.17,13.46,19.23,39.9,10.1,9.13
2457,apple hardware,7.81,7.81,14.06,44.79,16.15,9.38
2458,apple hardware,10.66,11.48,13.93,40.16,11.48,12.3
2459,apple hardware,9.91,13.51,15.32,38.74,10.81,11.71
2460,apple hardware,5.73,12.33,11.89,42.29,19.38,8.37
2461,apple hardware,8.33,8.93,16.67,47.02,8.93,10.12
2462,apple hardware,9.41,8.82,24.71,31.18,14.71,11.18
2463,apple hardware,10.37,17.07,9.15,39.02,14.02,10.37
2464,apple hardware,8.24,10.99,20.33,25.27,23.63,11.54
2465,apple hardware,8.96,13.43,10.45,43.28,9.7,14.18
2466,apple hardware,13.1,15.86,18.62,25.52,15.17,11.72
2467,electronics,15.24,12.38,12.38,10.48,39.05,10.48
2468,apple hardware,11.48,13.11,18.03,26.23,21.31,9.84
2469,apple hardware,10.1,9.09,11.11,53.54,9.6,6.57
2470,apple hardware,8.7,14.13,19.57,32.61,16.3,8.7
2471,apple hardware,8.29,12.95,19.69,26.94,22.28,9.84
2472,apple hardware,9.35,10.07,25.9,30.22,10.79,13.67
2473,apple hardware,13.0,10.0,18.0,32.0,17.0,10.0
2474,apple hardware,11.71,11.71,14.41,37.84,14.41,9.91
2475,apple hardware,9.38,16.8,12.5,44.14,8.59,8.59
2476,apple hardware,13.08,13.08,16.82,27.1,14.95,14.95
2477,apple hardware,13.56,13.56,19.49,29.66,12.71,11.02
2478,apple hardware,9.73,12.39,23.01,25.66,16.81,12.39
2479,apple hardware,9.49,15.82,11.39,36.71,18.99,7.59
2480,apple hardware,9.72,10.42,11.81,41.67,13.89,12.5
2481,apple hardware,6.37,9.31,13.73,35.78,26.96,7.84
2482,apple hardware,12.92,15.17,10.67,30.9,13.48,16.85
2483,electronics,8.67,13.33,12.67,26.0,30.67,8.67
2484,electronics,11.72,13.79,18.62,21.38,24.83,9.66
2485,for sale,9.55,12.06,31.16,22.61,15.08,9.55
2486,apple hardware,13.43,10.45,18.66,26.12,15.67,15.67
2487,apple hardware,6.39,18.42,8.65,31.95,25.19,9.4
2488,electronics,8.84,10.5,10.5,22.1,39.78,8.29
2489,apple hardware,13.0,11.0,19.0,26.0,18.0,13.0
2490,apple hardware,15.53,11.65,18.45,27.18,14.56,12.62
2491,apple hardware,13.79,11.21,16.38,35.34,12.93,10.34
2492,for sale,10.4,9.6,26.4,17.6,24.0,12.0
2493,apple hardware,18.62,11.03,10.34,37.93,11.03,11.03
2494,apple hardware,12.61,8.4,12.61,46.22,9.24,10.92
2495,apple hardware,11.5,11.5,13.27,40.71,13.27,9.73
2496,apple hardware,8.19,11.11,14.04,28.65,27.49,10.53
2497,apple hardware,6.56,12.7,8.61,49.18,15.16,7.79
2498,apple hardware,10.29,12.57,10.29,44.57,10.86,11.43
2499,apple hardware,8.33,7.69,17.95,40.38,14.74,10.9
2500,apple hardware,7.06,15.88,11.18,45.29,9.41,11.18
2501,apple hardware,18.75,12.5,17.5,20.0,17.5,13.75
2502,apple hardware,8.85,11.5,15.93,44.25,9.73,9.73
2503,apple hardware,10.28,13.08,18.69,35.51,11.21,11.21
2504,apple hardware,6.14,13.36,6.86,39.71,24.19,9.75
2505,apple hardware,10.07,16.78,14.09,26.85,21.48,10.74
2506,electronics,10.82,12.89,11.34,24.23,29.9,10.82
2507,apple hardware,12.15,11.21,18.69,32.71,14.02,11.21
2508,apple hardware,7.56,9.88,11.63,37.79,22.09,11.05
2509,electronics,13.77,11.59,21.01,19.57,25.36,8.7
2510,apple hardware,9.38,12.5,8.48,39.73,20.09,9.82
2511,apple hardware,7.61,17.93,13.59,36.96,14.13,9.78
2512,apple hardware,8.66,14.96,12.6,34.65,15.75,13.39
2513,apple hardware,15.79,15.79,17.11,22.37,15.79,13.16
2514,apple hardware,6.92,13.08,10.77,55.0,8.85,5.38
2515,apple hardware,5.45,20.44,9.26,30.79,15.53,18.53
2516,electronics,6.77,13.02,7.03,30.73,33.59,8.85
2517,electronics,12.1,12.1,12.9,25.0,28.23,9.68
2518,apple hardware,8.51,7.45,8.51,47.34,20.74,7.45
2519,apple hardware,11.63,13.95,12.4,31.01,17.05,13.95
2520,apple hardware,13.68,13.68,21.05,24.21,15.79,11.58
2521,apple hardware,7.58,11.36,24.24,32.58,11.36,12.88
2522,apple hardware,9.26,17.28,16.67,33.33,11.73,11.73
2523,apple hardware,5.85,13.83,11.7,37.23,17.55,13.83
2524,apple hardware,11.2,10.4,12.8,40.0,13.6,12.0
2525,apple hardware,10.78,16.67,15.69,27.45,16.67,12.75
2526,apple hardware,10.96,11.64,11.64,37.67,17.12,10.96
2527,apple hardware,11.57,12.4,12.4,38.02,14.88,10.74
2528,apple hardware,9.14,6.6,13.2,43.65,13.2,14.21
2529,apple hardware,6.19,12.86,14.29,35.71,22.38,8.57
2530,apple hardware,8.73,11.11,11.11,38.89,15.87,14.29
2531,apple hardware,8.81,18.13,20.21,34.72,10.36,7.77
2532,apple hardware,9.02,17.29,19.55,33.08,12.78,8.27
2533,apple hardware,11.93,15.6,17.43,30.28,12.84,11.93
2534,apple hardware,13.64,18.18,18.18,26.14,11.36,12.5
2535,apple hardware,3.78,10.47,17.15,45.35,11.63,11.63
2536,apple hardware,7.37,11.05,9.47,53.16,11.05,7.89
2537,apple hardware,6.63,8.43,12.05,36.75,27.71,8.43
2538,apple hardware,13.22,9.2,12.07,34.48,17.24,13.79
2539,electronics,19.26,9.63,13.33,16.3,29.63,11.85
2540,apple hardware,9.52,6.55,11.9,32.74,20.83,18.45
2541,apple hardware,10.37,11.11,19.26,40.74,11.11,7.41
2542,apple hardware,16.51,13.76,18.35,28.44,13.76,9.17
2543,for sale,9.26,15.74,21.3,18.52,17.59,17.59
2544,apple hardware,10.0,19.29,10.71,33.57,16.43,10.0
2545,apple hardware,12.57,12.57,14.97,35.33,11.98,12.57
2546,apple hardware,4.56,9.82,10.88,38.95,23.51,12.28
2547,apple hardware,7.14,16.67,6.8,32.99,29.25,7.14
2548,apple hardware,7.83,10.14,25.81,30.88,13.36,11.98
2549,apple hardware,8.02,13.9,11.76,35.83,20.86,9.63
2550,apple hardware,7.25,9.42,6.16,54.35,9.06,13.77
2551,apple hardware,7.25,14.89,9.16,42.37,16.41,9.92
2552,apple hardware,10.11,11.17,8.51,47.34,9.57,13.3
2553,apple hardware,5.47,12.5,19.53,37.89,14.45,10.16
2554,apple hardware,12.38,10.48,18.1,32.38,15.24,11.43
2555,apple hardware,11.67,14.17,13.33,31.67,15.83,13.33
2556,apple hardware,11.45,8.4,11.45,35.88,22.9,9.92
2557,apple hardware,10.48,9.52,14.29,36.19,18.1,11.43
2558,apple hardware,10.71,15.0,12.86,38.57,9.29,13.57
2559,apple hardware,9.57,11.3,17.39,36.52,15.65,9.57
2560,electronics,17.6,18.4,12.8,16.0,25.6,9.6
2561,apple hardware,11.01,11.01,16.51,30.28,14.68,16.51
2562,apple hardware,8.63,10.07,17.27,39.57,15.11,9.35
2563,apple hardware,8.92,10.19,14.01,45.86,12.1,8.92
2564,apple hardware,7.84,12.42,21.57,38.56,11.11,8.5
2565,for sale,8.28,11.03,32.41,26.21,13.1,8.97
2566,hockey,21.51,15.05,12.9,20.43,18.28,11.83
2567,apple hardware,4.44,9.88,9.38,46.42,18.27,11.6
2568,apple hardware,8.7,11.8,15.53,26.09,24.22,13.66
2569,apple hardware,7.57,14.59,16.22,37.84,15.14,8.65
2570,apple hardware,8.62,10.34,16.38,37.93,16.38,10.34
2571,apple hardware,8.08,14.65,12.12,38.89,17.68,8.59
2572,apple hardware,12.93,11.21,10.34,41.38,12.93,11.21
2573,apple hardware,12.03,12.03,12.66,36.08,19.62,7.59
2574,apple hardware,16.07,9.82,14.29,29.46,16.07,14.29
2575,apple hardware,9.92,13.74,16.03,34.35,16.03,9.92
2576,apple hardware,10.33,8.7,15.76,30.98,25.54,8.7
2577,apple hardware,7.69,12.82,14.87,41.03,12.31,11.28
2578,apple hardware,6.1,16.67,15.45,38.21,11.79,11.79
2579,apple hardware,8.7,22.46,10.14,31.16,13.77,13.77
2580,for sale,10.08,12.61,26.05,23.53,16.81,10.92
2581,apple hardware,11.52,9.7,12.12,41.21,15.76,9.7
2582,for sale,8.43,15.73,21.91,19.66,16.29,17.98
2583,apple hardware,16.67,12.5,11.67,35.0,14.17,10.0
2584,electronics,8.37,13.79,10.34,29.06,31.03,7.39
2585,apple hardware,8.77,11.4,25.44,26.32,14.04,14.04
2586,for sale,11.76,11.76,23.53,21.57,20.59,10.78
2587,apple hardware,6.1,15.85,19.51,33.54,14.63,10.37
2588,apple hardware,6.72,22.53,8.7,37.55,14.23,10.28
2589,apple hardware,8.14,14.53,12.21,38.37,15.7,11.05
2590,apple hardware,8.6,15.59,14.52,37.63,15.05,8.6
2591,apple hardware,5.77,11.15,12.31,54.23,7.31,9.23
2592,atheism,11.0,22.67,19.33,13.67,17.33,16.0
2593,electronics,6.28,5.74,6.01,26.5,43.44,12.02
2594,apple hardware,5.6,16.79,5.35,41.36,24.09,6.81
2595,for sale,13.59,12.62,22.33,20.39,20.39,10.68
2596,apple hardware,7.98,10.64,15.43,44.68,12.77,8.51
2597,electronics,9.45,12.6,16.54,19.69,29.92,11.81
2598,electronics,10.08,10.92,10.08,17.65,38.66,12.61
2599,apple hardware,16.35,13.46,19.23,24.04,11.54,15.38
2600,apple hardware,9.6,10.0,8.8,44.8,20.0,6.8
2601,electronics,6.71,12.08,14.77,21.48,31.54,13.42
2602,apple hardware,6.01,13.11,8.74,44.81,10.93,16.39
2603,for sale,7.05,8.33,41.03,25.64,10.9,7.05
2604,for sale,5.43,10.33,33.15,32.61,10.87,7.61
2605,for sale,14.77,11.36,22.73,18.18,19.32,13.64
2606,apple hardware,11.66,12.27,25.15,26.99,14.11,9.82
2607,apple hardware,6.63,13.81,20.99,40.88,11.05,6.63
2608,apple hardware,7.26,11.97,10.68,47.44,12.82,9.83
2609,atheism,16.42,18.66,17.91,18.66,13.43,14.93
2610,apple hardware,8.37,18.06,9.25,25.55,25.55,13.22
2611,apple hardware,7.26,10.06,16.76,36.31,16.2,13.41
2612,apple hardware,9.86,16.9,15.49,35.92,11.97,9.86
2613,apple hardware,14.47,13.82,15.79,31.58,13.82,10.53
2614,apple hardware,11.05,13.68,16.84,33.68,11.58,13.16
2615,apple hardware,7.95,15.89,11.92,32.45,20.53,11.26
2616,apple hardware,11.03,14.45,6.46,49.81,10.65,7.6
2617,electronics,9.89,8.79,12.09,25.27,33.52,10.44
2618,apple hardware,6.51,12.7,9.12,51.79,5.86,14.01
2619,apple hardware,14.04,10.11,12.92,45.51,8.99,8.43
2620,apple hardware,9.17,19.72,12.84,41.28,7.8,9.17
2621,apple hardware,10.09,9.17,25.69,28.44,12.84,13.76
2622,apple hardware,9.49,11.68,12.41,36.5,20.44,9.49
2623,apple hardware,5.88,19.61,13.73,35.78,13.24,11.76
2624,apple hardware,12.21,12.79,23.26,29.07,11.05,11.63
2625,apple hardware,11.93,15.6,15.6,30.28,13.76,12.84
2626,apple hardware,9.15,14.38,14.38,32.68,16.34,13.07
2627,apple hardware,14.81,13.58,14.81,20.99,20.99,14.81
2628,apple hardware,6.69,7.48,11.42,45.28,20.47,8.66
2629,apple hardware,10.61,16.76,10.61,41.9,10.61,9.5
2630,apple hardware,4.92,8.61,10.25,34.43,33.2,8.61
2631,apple hardware,6.67,15.76,8.69,51.11,10.51,7.27
2632,electronics,9.82,12.5,21.43,14.29,31.25,10.71
2633,apple hardware,9.82,9.2,19.02,44.79,8.59,8.59
2634,hockey,20.45,12.5,20.45,17.05,17.05,12.5
2635,apple hardware,10.7,8.02,10.7,40.64,16.04,13.9
2636,apple hardware,8.84,13.26,12.15,34.25,24.86,6.63
2637,apple hardware,6.49,14.5,7.63,51.15,12.21,8.02
2638,apple hardware,12.2,12.2,12.2,32.52,16.26,14.63
2639,electronics,8.84,14.29,15.65,24.49,25.85,10.88
2640,electronics,10.92,13.45,10.92,23.53,26.05,15.13
2641,apple hardware,8.02,12.35,16.67,32.1,20.99,9.88
2642,electronics,9.32,15.25,18.64,21.19,22.03,13.56
2643,apple hardware,11.68,13.14,14.6,39.42,10.22,10.95
2644,apple hardware,12.16,13.51,17.57,33.78,10.81,12.16
2645,apple hardware,8.98,19.16,13.77,38.32,9.58,10.18
2646,apple hardware,10.0,18.46,13.08,30.0,15.38,13.08
2647,apple hardware,3.97,18.21,11.26,44.04,15.56,6.95
2648,apple hardware,7.28,17.48,9.71,48.06,8.25,9.22
2649,for sale,12.87,11.88,20.79,20.79,19.8,13.86
2650,apple hardware,7.98,11.04,18.4,39.26,13.5,9.82
2651,apple hardware,13.25,11.92,25.17,26.49,14.57,8.61
2652,electronics,9.23,13.33,11.28,17.95,33.85,14.36
2653,apple hardware,11.11,13.68,16.24,35.9,11.11,11.97
2654,apple hardware,17.11,13.16,18.42,30.92,9.87,10.53
2655,apple hardware,12.95,17.1,12.95,34.72,12.95,9.33
2656,electronics,6.7,12.89,11.86,21.65,35.57,11.34
2657,apple hardware,6.79,20.36,9.5,42.08,12.67,8.6
2658,apple hardware,8.29,10.36,12.95,39.9,18.13,10.36
2659,for sale,12.73,12.73,28.18,20.91,13.64,11.82
2660,apple hardware,5.56,13.33,19.44,35.56,13.89,12.22
2661,apple hardware,9.38,13.12,15.0,39.38,10.62,12.5
2662,apple hardware,4.76,21.9,7.3,49.21,7.3,9.52
2663,apple hardware,5.84,15.56,9.34,50.19,12.06,7.0
2664,apple hardware,8.96,14.43,10.95,40.3,16.92,8.46
2665,apple hardware,10.67,20.89,15.56,29.78,12.0,11.11
2666,apple hardware,8.56,15.51,9.09,42.78,16.58,7.49
2667,apple hardware,8.2,16.39,17.21,25.41,22.95,9.84
2668,apple hardware,10.24,11.81,21.26,29.92,14.96,11.81
2669,apple hardware,9.15,11.11,12.42,30.72,22.88,13.73
2670,apple hardware,14.44,11.11,22.22,30.0,11.11,11.11
2671,apple hardware,12.99,12.34,24.03,31.82,7.14,11.69
2672,apple hardware,7.56,12.79,11.05,41.86,19.77,6.98
2673,apple hardware,6.33,13.92,14.77,47.26,10.13,7.59
2674,apple hardware,8.85,10.42,12.5,46.35,11.98,9.9
2675,electronics,7.19,12.23,25.9,15.11,26.62,12.95
2676,apple hardware,7.26,13.41,17.32,34.64,16.2,11.17
2677,atheism,7.35,25.74,9.56,20.59,25.0,11.76
2678,apple hardware,14.17,15.0,15.83,28.33,15.0,11.67
2679,for sale,18.18,12.99,20.78,16.88,18.18,12.99
2680,apple hardware,11.89,14.69,11.89,32.87,18.88,9.79
2681,apple hardware,13.21,15.09,12.26,27.36,20.75,11.32
2682,apple hardware,11.41,16.3,15.22,25.54,20.11,11.41
2683,apple hardware,7.29,13.02,11.46,31.25,21.35,15.62
2684,apple hardware,14.96,12.6,11.81,29.13,20.47,11.02
2685,apple hardware,5.48,21.23,5.82,42.47,17.47,7.53
2686,apple hardware,7.12,17.95,6.13,51.28,9.4,8.12
2687,apple hardware,16.36,17.27,16.36,23.64,16.36,10.0
2688,apple hardware,9.46,10.14,20.27,34.46,12.84,12.84
2689,apple hardware,19.05,12.38,16.19,30.48,10.48,11.43
2690,electronics,9.29,16.43,19.29,20.0,22.86,12.14
2691,apple hardware,10.24,11.02,22.05,33.07,11.02,12.6
2692,apple hardware,9.52,13.69,8.33,32.14,27.38,8.93
