document,actual,atheism,hockey,apple hardware,for sale,guns,electronics
2261,hockey,12.59,25.19,20.0,17.04,7.41,17.78
2262,apple hardware,8.28,6.9,44.14,12.41,13.79,14.48
2263,apple hardware,10.91,20.0,23.64,20.91,10.91,13.64
2264,apple hardware,6.67,8.48,37.58,11.52,10.91,24.85
2265,apple hardware,11.86,13.56,29.66,16.95,15.25,12.71
2266,apple hardware,10.06,7.26,44.69,13.97,14.53,9.5
2267,apple hardware,13.5,9.2,42.33,10.43,9.82,14.72
2268,apple hardware,10.34,8.62,32.76,14.66,12.07,21.55
2269,apple hardware,11.82,16.36,33.64,18.18,10.0,10.0
2270,apple hardware,12.96,9.88,31.48,15.43,11.73,18.52
2271,apple hardware,8.54,9.55,31.16,23.12,14.07,13.57
2272,apple hardware,10.0,10.56,32.22,17.22,12.22,17.78
2273,apple hardware,9.24,15.13,31.93,19.33,13.45,10.92
2274,apple hardware,13.97,13.97,33.82,16.91,7.35,13.97
2275,apple hardware,13.24,7.94,31.18,18.53,13.24,15.88
2276,for sale,8.85,11.5,23.01,27.43,13.27,15.93
2277,apple hardware,12.22,7.22,31.67,29.44,7.22,12.22
2278,apple hardware,13.21,11.95,27.67,16.98,11.32,18.87
2279,apple hardware,10.86,6.29,53.71,9.71,8.57,10.86
2280,apple hardware,10.0,16.36,33.64,11.82,10.0,18.18
2281,apple hardware,17.62,7.38,25.82,16.8,9.84,22.54
2282,apple hardware,8.44,11.04,34.42,24.03,9.74,12.34
2283,apple hardware,9.02,9.84,26.23,26.23,18.03,10.66
2284,apple hardware,14.29,9.52,31.97,21.77,10.2,12.24
2285,for sale,16.21,6.32,22.53,24.11,21.74,9.09
2286,for sale,14.91,12.28,17.54,32.46,9.65,13.16
2287,apple hardware,14.78,11.3,28.7,13.91,19.13,12.17
2288,apple hardware,8.04,10.55,30.15,16.08,18.59,16.58
2289,apple hardware,8.61,8.61,30.46,25.17,14.57,12.58
2290,apple hardware,8.52,7.39,47.73,9.66,9.66,17.05
2291,for sale,14.94,18.18,13.64,22.73,12.99,17.53
2292,apple hardware,13.45,8.4,30.25,10.92,10.08,26.89
2293,electronics,11.76,10.0,20.0,10.59,12.35,35.29
2294,electronics,8.87,5.81,31.5,10.09,4.89,38.84
2295,electronics,8.26,6.12,28.13,10.7,3.98,42.81
2296,apple hardware,10.98,21.95,29.27,14.63,7.32,15.85
2297,apple hardware,14.62,6.13,45.28,13.68,8.02,12.26
2298,apple hardware,10.49,13.99,37.76,18.18,10.49,9.09
2299,electronics,10.42,18.06,10.42,21.53,15.97,23.61
2300,for sale,8.3,9.54,26.97,28.22,14.94,12.03
2301,apple hardware,10.08,7.75,43.41,8.53,10.85,19.38
2302,apple hardware,12.17,9.57,34.78,10.43,9.57,23.48
2303,apple hardware,16.07,8.93,28.57,23.81,9.52,13.1
2304,for sale,11.56,8.84,21.09,34.01,8.84,15.65
2305,apple hardware,10.49,9.79,30.77,22.38,8.39,18.18
2306,electronics,10.56,17.22,21.67,15.56,8.33,26.67
2307,apple hardware,10.56,3.23,54.96,10.99,11.21,9.05
2308,apple hardware,7.53,8.22,36.99,10.27,10.96,26.03
2309,apple hardware,14.29,8.93,35.12,11.9,10.12,19.64
2310,apple hardware,8.63,9.8,50.98,6.27,12.94,11.37
2311,apple hardware,12.56,6.53,34.67,21.11,10.55,14.57
2312,apple hardware,13.64,9.09,36.36,11.82,15.45,13.64
2313,electronics,11.76,20.17,17.65,17.65,10.92,21.85
2314,apple hardware,11.18,8.55,32.89,17.76,13.82,15.79
2315,apple hardware,10.43,17.39,21.74,18.26,13.04,19.13
2316,apple hardware,12.56,11.11,36.23,17.39,11.11,11.59
2317,apple hardware,7.49,6.42,45.45,14.44,12.83,13.37
2318,electronics,8.33,9.26,23.15,15.28,9.72,34.26
2319,apple hardware,10.78,13.73,28.43,16.67,16.67,13.73
2320,apple hardware,7.53,5.44,53.56,11.72,10.88,10.88
2321,apple hardware,9.05,6.19,31.9,18.57,16.19,18.1
2322,apple hardware,12.39,13.27,39.82,16.81,8.85,8.85
2323,apple hardware,16.3,8.15,28.89,14.81,10.37,21.48
2324,apple hardware,6.0,10.0,35.0,23.0,12.5,13.5
2325,apple hardware,11.11,6.88,41.8,12.17,8.99,19.05
2326,apple hardware,11.8,6.21,38.51,11.8,14.29,17.39
2327,for sale,13.14,9.49,24.82,27.01,13.87,11.68
2328,apple hardware,8.59,7.36,34.97,26.38,10.43,12.27
2329,for sale,11.73,11.73,17.28,33.95,12.35,12.96
2330,apple hardware,11.95,8.81,36.48,22.64,7.55,12.58
2331,apple hardware,12.29,7.63,33.05,18.64,17.37,11.02
2332,apple hardware,13.66,9.32,25.47,17.39,20.5,13.66
2333,apple hardware,12.5,12.5,25.0,17.05,20.45,12.5
2334,apple hardware,14.2,10.06,25.44,23.08,14.2,13.02
2335,electronics,7.69,8.79,24.18,13.55,12.09,33.7
2336,apple hardware,13.84,8.81,36.48,10.69,9.43,20.75
2337,apple hardware,10.58,14.42,27.88,23.08,10.58,13.46
2338,apple hardware,20.49,7.32,38.54,13.17,10.24,10.24
2339,apple hardware,13.33,11.11,27.41,14.07,17.04,17.04
2340,apple hardware,8.38,7.85,43.98,15.18,12.04,12.57
2341,for sale,13.79,8.97,13.79,28.28,17.24,17.93
2342,apple hardware,11.96,18.48,20.65,17.39,13.04,18.48
2343,apple hardware,11.29,6.99,36.56,15.59,9.14,20.43
2344,apple hardware,9.26,6.79,40.12,14.2,12.96,16.67
2345,apple hardware,11.71,16.22,29.73,14.41,11.71,16.22
2346,apple hardware,12.04,15.74,32.41,10.19,12.04,17.59
2347,apple hardware,10.14,8.78,22.3,21.62,16.22,20.95
2348,for sale,10.28,11.21,20.56,28.04,12.15,17.76
2349,electronics,7.51,6.94,23.12,18.5,9.25,34.68
2350,apple hardware,16.67,12.75,25.49,17.65,10.78,16.67
2351,apple hardware,9.52,17.14,36.19,13.33,11.43,12.38
2352,apple hardware,13.86,9.64,37.35,12.65,11.45,15.06
2353,apple hardware,12.05,14.46,28.92,12.05,18.07,14.46
2354,apple hardware,14.81,12.04,26.85,17.59,12.96,15.74
2355,apple hardware,9.43,8.18,40.88,18.87,8.81,13.84
2356,apple hardware,16.92,7.96,29.85,16.42,8.96,19.9
2357,apple hardware,6.32,9.2,32.18,17.82,10.34,24.14
2358,apple hardware,10.87,9.78,43.48,14.13,6.52,15.22
2359,apple hardware,12.15,6.54,30.37,15.89,8.88,26.17
2360,apple hardware,7.37,8.42,37.37,12.63,15.79,18.42
2361,apple hardware,10.43,17.39,34.78,10.43,14.78,12.17
2362,electronics,10.61,11.17,24.58,10.61,12.29,30.73
2363,electronics,10.64,12.77,19.15,17.73,7.8,31.91
2364,electronics,14.16,6.19,12.83,11.95,12.39,42.48
2365,apple hardware,19.39,7.27,27.27,17.58,13.94,14.55
2366,electronics,17.74,9.68,16.13,16.94,17.74,21.77
2367,apple hardware,10.87,9.42,41.3,13.04,10.14,15.22
2368,for sale,15.07,17.81,15.07,20.55,16.44,15.07
2369,apple hardware,12.07,6.9,37.93,12.5,12.93,17.67
2370,apple hardware,10.26,14.53,33.33,17.95,11.97,11.97
2371,apple hardware,11.11,11.11,31.31,14.14,13.13,19.19
2372,electronics,11.19,12.69,16.42,14.93,14.93,29.85
2373,apple hardware,9.0,5.5,32.5,18.0,7.5,27.5
2374,apple hardware,8.73,8.73,42.86,10.32,11.11,18.25
2375,apple hardware,15.18,10.71,25.89,16.96,14.29,16.96
2376,apple hardware,12.93,16.38,25.0,12.93,13.79,18.97
2377,apple hardware,12.5,11.46,31.25,18.75,13.54,12.5
2378,apple hardware,11.69,9.09,29.87,18.18,11.69,19.48
2379,electronics,10.69,8.4,17.56,19.08,9.92,34.35
2380,apple hardware,17.81,9.59,35.62,11.64,15.07,10.27
2381,apple hardware,10.98,9.15,42.07,11.59,9.15,17.07
2382,apple hardware,13.11,6.56,36.61,19.13,10.93,13.66
2383,apple hardware,16.07,16.07,28.57,13.39,12.5,13.39
2384,apple hardware,11.65,10.68,31.07,13.59,15.53,17.48
2385,apple hardware,11.76,11.76,32.35,18.38,11.03,14.71
2386,for sale,13.0,14.0,19.0,26.0,14.0,14.0
2387,apple hardware,13.51,13.51,21.62,18.92,14.86,17.57
2388,for sale,11.11,12.12,25.25,26.26,10.1,15.15
2389,electronics,15.38,8.33,21.15,19.23,13.46,22.44
2390,apple hardware,7.86,10.0,37.14,18.57,10.0,16.43
2391,apple hardware,9.21,13.16,27.63,26.32,10.53,13.16
2392,apple hardware,12.12,14.14,28.28,10.1,15.15,20.2
2393,apple hardware,10.08,8.47,29.84,21.77,15.73,14.11
2394,apple hardware,8.97,9.62,35.26,19.23,9.62,17.31
2395,apple hardware,11.11,8.5,37.25,22.22,9.8,11.11
2396,apple hardware,9.5,7.69,40.27,17.65,7.69,17.19
2397,apple hardware,8.81,7.05,41.85,16.3,8.37,17.62
2398,apple hardware,8.65,7.14,37.59,12.41,14.66,19.55
2399,for sale,13.46,16.35,16.35,23.08,12.5,18.27
2400,for sale,10.1,15.15,15.15,29.29,11.11,19.19
2401,for sale,15.74,13.89,11.11,27.78,11.11,20.37
2402,apple hardware,12.26,9.43,38.68,19.81,9.43,10.38
2403,apple hardware,10.7,10.7,33.49,13.49,11.63,20.0
2404,apple hardware,9.45,7.46,44.78,17.91,9.45,10.95
2405,apple hardware,11.2,13.6,35.2,17.6,11.2,11.2
2406,apple hardware,8.55,12.5,26.97,13.82,17.11,21.05
2407,electronics,13.68,8.96,13.21,12.74,16.51,34.91
2408,apple hardware,13.22,9.92,36.36,16.53,9.92,14.05
2409,electronics,12.15,13.71,13.71,8.1,10.28,42.06
2410,apple hardware,13.25,8.43,39.76,9.64,9.24,19.68
2411,apple hardware,13.21,8.81,36.48,18.24,10.06,13.21
2412,apple hardware,15.74,10.19,27.78,14.81,12.96,18.52
2413,apple hardware,15.18,11.61,25.89,18.75,10.71,17.86
2414,apple hardware,13.89,11.11,35.19,12.96,10.19,16.67
2415,electronics,9.69,5.29,22.03,21.59,10.57,30.84
2416,hockey,15.38,19.78,18.68,16.48,14.29,15.38
2417,electronics,13.61,12.93,19.05,14.97,8.84,30.61
2418,apple hardware,15.0,10.0,30.0,19.0,12.0,14.0
2419,electronics,18.62,6.38,15.43,15.43,12.23,31.91
2420,apple hardware,8.62,13.79,37.07,11.21,13.79,15.52
2421,apple hardware,10.4,8.8,40.8,16.0,8.0,16.0
2422,apple hardware,13.38,10.19,30.57,10.19,19.75,15.92
2423,apple hardware,13.04,13.04,33.7,15.22,11.96,13.04
2424,apple hardware,13.79,10.34,32.41,15.86,10.34,17.24
2425,apple hardware,11.22,12.24,34.69,19.39,11.22,11.22
2426,apple hardware,11.11,10.1,35.35,15.15,13.13,15.15
2427,apple hardware,5.15,7.05,37.67,8.67,15.18,26.29
2428,apple hardware,13.04,13.91,34.78,13.04,11.3,13.91
2429,apple hardware,9.18,13.27,25.51,17.35,11.22,23.47
2430,apple hardware,8.94,8.94,38.21,14.63,9.76,19.51
2431,apple hardware,13.3,7.34,33.49,17.43,10.09,18.35
2432,apple hardware,12.84,11.01,36.7,11.01,10.09,18.35
2433,apple hardware,14.63,8.54,40.85,11.59,9.76,14.63
2434,apple hardware,11.01,19.27,26.61,16.51,10.09,16.51
2435,apple hardware,12.34,13.64,22.08,21.43,9.74,20.78
2436,apple hardware,16.52,8.7,30.43,14.78,16.52,13.04
2437,apple hardware,13.89,12.04,26.85,12.04,12.04,23.15
2438,apple hardware,17.74,11.29,30.65,8.87,16.94,14.52
2439,apple hardware,12.35,7.41,37.65,14.2,8.64,19.75
2440,apple hardware,13.57,9.29,40.0,17.86,10.0,9.29
2441,apple hardware,7.58,5.21,49.29,10.9,6.64,20.38
2442,apple hardware,13.86,12.87,27.72,12.87,13.86,18.81
2443,apple hardware,12.93,12.07,34.48,12.93,12.93,14.66
2444,apple hardware,11.52,6.81,38.22,8.9,13.09,21.47
2445,apple hardware,10.91,15.45,27.27,20.0,10.0,16.36
2446,apple hardware,11.21,14.66,30.17,12.93,12.93,18.1
2447,apple hardware,13.33,10.91,33.33,14.55,10.3,17.58
2448,apple hardware,15.74,7.41,31.48,19.91,10.65,14.81
2449,apple hardware,19.74,9.87,35.53,11.84,10.53,12.5
2450,apple hardware,11.19,13.43,33.58,20.15,8.96,12.69
2451,apple hardware,15.11,12.23,28.06,15.83,11.51,17.27
2452,apple hardware,14.5,7.0,37.5,14.0,9.5,17.5
2453,for sale,9.79,8.39,21.68,28.67,10.49,20.98
2454,apple hardware,12.5,19.12,28.68,13.97,10.29,15.44
2455,apple hardware,14.01,8.21,41.06,18.36,7.73,10.63
2456,apple hardware,12.5,8.65,37.5,19.71,10.58,11.06
2457,apple hardware,7.81,6.77,39.58,16.15,9.38,20.31
2458,apple hardware,12.3,9.84,42.62,15.57,9.84,9.84
2459,apple hardware,10.81,11.71,38.74,14.41,9.91,14.41
2460,apple hardware,11.89,5.29,32.16,10.13,8.37,32.16
2461,apple hardware,10.71,10.12,45.24,16.67,9.52,7.74
2462,apple hardware,7.65,12.35,28.24,19.41,10.59,21.76
2463,apple hardware,13.41,10.37,42.07,12.8,8.54,12.8
2464,for sale,7.69,8.24,23.08,25.27,14.29,21.43
2465,apple hardware,12.69,8.96,41.79,15.67,11.94,8.96
2466,apple hardware,12.41,11.72,25.52,25.52,11.03,13.79
2467,electronics,11.43,17.14,15.24,10.48,9.52,36.19
2468,apple hardware,14.75,12.3,31.15,12.3,16.39,13.11
2469,apple hardware,11.62,10.1,53.03,11.11,6.06,8.08
2470,apple hardware,11.41,10.87,33.15,15.76,10.87,17.93
2471,apple hardware,10.88,9.84,31.09,16.06,11.92,20.21
2472,apple hardware,11.51,11.51,38.85,15.83,12.23,10.07
2473,apple hardware,15.0,13.0,32.0,13.0,11.0,16.0
2474,apple hardware,9.91,12.61,41.44,12.61,10.81,12.61
2475,apple hardware,15.23,7.03,45.7,12.11,8.98,10.94
2476,apple hardware,11.21,14.02,29.91,16.82,13.08,14.95
2477,apple hardware,11.02,11.02,31.36,17.8,15.25,13.56
2478,apple hardware,16.81,10.62,30.09,12.39,9.73,20.35
2479,apple hardware,10.76,8.86,34.18,8.23,11.39,26.58
2480,apple hardware,11.11,7.64,43.75,11.11,15.28,11.11
2481,apple hardware,10.78,6.37,34.8,15.2,8.82,24.02
2482,apple hardware,10.67,15.17,37.08,10.11,14.04,12.92
2483,apple hardware,9.33,8.67,31.33,14.0,8.0,28.67
2484,apple hardware,16.55,11.72,24.83,11.72,10.34,24.83
2485,for sale,9.05,10.55,26.13,30.65,11.06,12.56
2486,apple hardware,10.45,9.7,28.36,20.15,17.16,14.18
2487,apple hardware,13.16,6.02,35.34,14.29,9.77,21.43
2488,electronics,9.39,6.63,19.89,13.26,6.63,44.2
2489,apple hardware,11.0,13.0,24.0,22.0,11.0,19.0
2490,apple hardware,14.56,12.62,24.27,19.42,11.65,17.48
2491,apple hardware,10.34,12.07,35.34,16.38,9.48,16.38
2492,for sale,12.0,13.6,20.8,22.4,12.8,18.4
2493,apple hardware,8.97,19.31,40.69,9.66,8.97,12.41
2494,apple hardware,9.24,11.76,44.54,10.08,10.08,14.29
2495,apple hardware,9.73,10.62,42.48,13.27,10.62,13.27
2496,apple hardware,11.7,9.94,29.82,17.54,10.53,20.47
2497,apple hardware,9.84,7.79,51.23,10.66,6.15,14.34
2498,apple hardware,11.43,9.71,45.71,13.71,8.0,11.43
2499,apple hardware,15.38,8.97,33.97,11.54,10.26,19.87
2500,apple hardware,10.59,7.06,40.59,18.82,11.76,11.18
2501,apple hardware,12.5,17.5,23.75,17.5,15.0,13.75
2502,apple hardware,9.73,8.85,45.13,14.16,10.62,11.5
2503,apple hardware,11.21,12.15,37.38,14.02,12.15,13.08
2504,apple hardware,8.66,6.14,42.24,8.66,9.03,25.27
2505,apple hardware,16.78,8.05,28.86,9.4,14.77,22.15
2506,electronics,9.28,11.86,29.38,9.28,8.76,31.44
2507,apple hardware,11.21,11.21,36.45,14.02,13.08,14.02
2508,apple hardware,8.14,6.98,41.28,15.12,8.72,19.77
2509,apple hardware,12.32,13.77,26.81,13.04,10.87,23.19
2510,apple hardware,10.71,11.16,44.2,10.71,9.82,13.39
2511,apple hardware,15.76,7.07,34.78,17.39,12.5,12.5
2512,apple hardware,15.75,9.45,35.43,12.6,11.81,14.96
2513,apple hardware,13.16,15.79,23.68,18.42,13.16,15.79
2514,apple hardware,9.23,7.69,52.69,14.23,6.15,10.0
2515,apple hardware,10.08,5.99,28.88,17.98,17.71,19.35
2516,apple hardware,10.16,8.59,29.69,12.76,9.64,29.17
2517,apple hardware,12.9,11.29,28.23,17.74,13.71,16.13
2518,apple hardware,8.51,7.45,46.28,9.04,10.64,18.09
2519,apple hardware,13.18,10.08,32.56,10.08,12.4,21.71
2520,apple hardware,13.68,13.68,29.47,15.79,12.63,14.74
2521,apple hardware,10.61,11.36,31.06,18.18,11.36,17.42
2522,apple hardware,18.52,9.26,37.65,16.05,10.49,8.02
2523,apple hardware,11.17,6.91,39.89,14.89,12.77,14.36
2524,apple hardware,9.6,10.4,42.4,14.4,10.4,12.8
2525,apple hardware,15.69,12.75,34.31,14.71,9.8,12.75
2526,apple hardware,10.96,9.59,41.1,10.27,8.9,19.18
2527,apple hardware,14.05,11.57,39.67,12.4,9.92,12.4
2528,apple hardware,6.6,9.64,50.25,13.2,10.15,10.15
2529,electronics,11.9,6.19,20.0,12.38,10.95,38.57
2530,apple hardware,11.9,9.52,41.27,11.11,11.9,14.29
2531,apple hardware,15.54,7.25,32.12,25.39,10.36,9.33
2532,apple hardware,12.03,13.53,31.58,18.05,12.03,12.78
2533,apple hardware,16.51,11.01,28.44,18.35,14.68,11.01
2534,apple hardware,18.18,11.36,29.55,14.77,11.36,14.77
2535,apple hardware,8.72,3.2,46.22,23.26,8.14,10.47
2536,apple hardware,10.53,9.47,50.53,11.05,7.89,10.53
2537,apple hardware,10.24,7.23,40.96,10.24,9.64,21.69
2538,apple hardware,9.2,13.79,33.33,9.77,16.09,17.82
2539,electronics,11.11,15.56,22.96,8.15,12.59,29.63
2540,apple hardware,7.14,10.12,36.9,10.71,12.5,22.62
2541,apple hardware,10.37,8.89,45.19,15.56,9.63,10.37
2542,for sale,11.01,11.93,22.94,26.61,11.93,15.6
2543,apple hardware,12.96,10.19,23.15,23.15,14.81,15.74
2544,apple hardware,20.71,9.29,32.86,12.14,10.71,14.29
2545,apple hardware,13.17,9.58,35.93,13.17,10.78,17.37
2546,apple hardware,8.07,3.51,37.54,15.44,11.93,23.51
2547,apple hardware,10.2,6.12,30.95,14.97,8.16,29.59
2548,for sale,10.14,7.37,27.65,32.72,14.29,7.83
2549,apple hardware,13.37,8.56,39.04,7.49,10.7,20.86
2550,apple hardware,8.7,5.8,54.35,8.33,14.13,8.7
2551,apple hardware,12.6,8.02,39.31,10.31,11.83,17.94
2552,apple hardware,12.77,11.17,50.0,7.45,11.7,6.91
2553,apple hardware,12.5,5.08,38.28,18.36,8.98,16.8
2554,apple hardware,10.48,12.38,35.24,11.43,16.19,14.29
2555,apple hardware,11.67,9.17,33.33,11.67,14.17,20.0
2556,apple hardware,8.4,10.69,33.59,12.21,9.92,25.19
2557,apple hardware,11.43,10.48,35.24,15.24,11.43,16.19
2558,apple hardware,17.14,12.86,35.71,12.86,11.43,10.0
2559,apple hardware,11.3,12.17,36.52,13.91,10.43,15.65
2560,electronics,14.4,13.6,14.4,13.6,12.0,32.0
2561,apple hardware,13.76,11.01,30.28,13.76,15.6,15.6
2562,apple hardware,10.79,10.79,35.97,16.55,10.07,15.83
2563,apple hardware,11.46,9.55,45.22,12.1,8.92,12.74
2564,apple hardware,11.11,10.46,41.18,16.99,9.15,11.11
2565,for sale,11.72,9.66,25.52,26.9,11.72,14.48
2566,hockey,12.9,20.43,15.05,18.28,16.13,17.2
2567,apple hardware,12.1,3.7,43.21,10.12,10.62,20.25
2568,apple hardware,14.29,10.56,27.95,19.88,10.56,16.77
2569,apple hardware,11.89,8.11,38.38,17.84,8.11,15.68
2570,apple hardware,9.48,9.48,39.66,18.97,10.34,12.07
2571,apple hardware,11.11,8.08,42.42,12.63,9.6,16.16
2572,apple hardware,10.34,9.48,46.55,9.48,11.21,12.93
2573,apple hardware,12.03,13.29,34.18,10.13,11.39,18.99
2574,apple hardware,15.18,10.71,32.14,12.5,12.5,16.96
2575,apple hardware,11.45,9.92,37.4,14.5,13.74,12.98
2576,electronics,10.33,8.7,29.35,14.67,5.43,31.52
2577,apple hardware,12.82,8.72,42.05,18.46,9.74,8.21
2578,apple hardware,7.32,5.28,39.43,21.54,11.79,14.63
2579,apple hardware,13.77,11.59,33.33,12.32,12.32,16.67
2580,apple hardware,9.24,10.08,31.09,27.73,10.08,11.76
2581,apple hardware,9.09,10.91,41.82,11.52,12.73,13.94
2582,atheism,20.79,8.99,17.98,17.42,16.29,18.54
2583,apple hardware,10.0,17.5,38.33,9.17,11.67,13.33
2584,electronics,9.85,9.85,28.08,5.91,10.34,35.96
2585,apple hardware,13.16,11.4,30.7,14.91,15.79,14.04
2586,for sale,11.76,10.78,24.51,27.45,12.75,12.75
2587,apple hardware,11.59,7.93,37.8,19.51,13.41,9.76
2588,apple hardware,21.74,5.53,36.76,11.86,11.86,12.25
2589,apple hardware,15.12,8.72,40.12,13.95,10.47,11.63
2590,apple hardware,18.82,6.45,39.25,11.29,8.6,15.59
2591,apple hardware,10.38,7.31,54.23,9.23,11.54,7.31
2592,for sale,20.33,11.0,17.0,20.67,14.33,16.67
2593,electronics,6.56,4.92,25.41,5.46,12.3,45.36
2594,apple hardware,17.27,6.81,42.82,10.46,6.08,16.55
2595,apple hardware,12.62,11.65,27.18,21.36,11.65,15.53
2596,apple hardware,11.7,6.91,46.28,14.89,9.57,10.64
2597,electronics,11.02,7.87,18.9,21.26,10.24,30.71
2598,electronics,10.92,10.08,19.33,10.92,13.45,35.29
2599,apple hardware,10.58,17.31,33.65,11.54,12.5,14.42
2600,apple hardware,8.0,7.2,42.4,9.6,8.4,24.4
2601,electronics,14.09,9.4,18.79,10.07,15.44,32.21
2602,apple hardware,9.84,6.56,43.17,8.2,16.94,15.3
2603,apple hardware,10.26,7.69,44.87,14.74,8.33,14.1
2604,apple hardware,9.24,7.61,49.46,17.39,7.07,9.24
2605,apple hardware,12.5,15.91,21.59,17.05,13.64,19.32
2606,apple hardware,11.04,13.5,26.38,23.93,12.27,12.88
2607,apple hardware,12.15,5.52,41.44,19.89,9.94,11.05
2608,apple hardware,11.97,7.69,50.0,13.25,9.4,7.69
2609,apple hardware,13.43,17.91,21.64,17.16,17.91,11.94
2610,apple hardware,11.89,11.89,33.04,8.81,11.01,23.35
2611,apple hardware,13.97,7.26,39.66,10.61,11.73,16.76
2612,apple hardware,16.9,8.45,36.62,14.08,11.27,12.68
2613,apple hardware,14.47,12.5,34.21,13.16,11.18,14.47
2614,apple hardware,13.16,8.95,36.84,20.0,13.16,7.89
2615,apple hardware,13.91,7.95,39.74,11.92,11.92,14.57
2616,apple hardware,9.51,12.17,49.05,10.65,7.6,11.03
2617,apple hardware,7.69,6.59,34.07,16.48,10.44,24.73
2618,apple hardware,9.45,7.49,49.19,13.68,13.36,6.84
2619,apple hardware,8.43,14.04,51.69,8.43,7.87,9.55
2620,apple hardware,13.3,8.72,40.83,13.76,11.93,11.47
2621,apple hardware,11.01,11.01,30.28,20.18,11.01,16.51
2622,apple hardware,11.68,11.68,38.69,11.68,10.22,16.06
2623,apple hardware,17.16,5.88,38.24,15.69,12.25,10.78
2624,apple hardware,11.63,10.47,34.3,20.35,12.79,10.47
2625,apple hardware,10.09,11.93,34.86,13.76,14.68,14.68
2626,apple hardware,9.8,11.76,37.25,14.38,11.76,15.03
2627,apple hardware,13.58,14.81,25.93,12.35,14.81,18.52
2628,apple hardware,9.84,5.51,46.85,14.57,7.09,16.14
2629,apple hardware,11.17,7.82,45.25,16.2,10.06,9.5
2630,apple hardware,9.84,5.74,37.3,15.98,6.97,24.18
2631,apple hardware,11.52,5.25,50.3,11.52,10.1,11.31
2632,electronics,11.61,10.71,18.75,17.86,13.39,27.68
2633,apple hardware,9.2,10.43,43.56,19.02,8.59,9.2
2634,hockey,15.91,19.32,19.32,19.32,11.36,14.77
2635,apple hardware,11.76,10.7,38.5,10.16,11.76,17.11
2636,apple hardware,13.26,8.84,33.15,11.6,9.94,23.2
2637,apple hardware,10.69,8.78,50.0,11.83,7.25,11.45
2638,apple hardware,13.01,9.76,34.15,16.26,13.01,13.82
2639,apple hardware,11.56,8.84,27.89,14.29,12.93,24.49
2640,apple hardware,13.45,14.29,36.13,11.76,9.24,15.13
2641,apple hardware,11.73,9.88,36.42,10.49,12.35,19.14
2642,apple hardware,13.56,9.32,25.42,14.41,12.71,24.58
2643,apple hardware,8.76,12.41,39.42,11.68,12.41,15.33
2644,apple hardware,18.24,9.46,37.16,15.54,10.81,8.78
2645,apple hardware,16.17,8.38,37.72,15.57,13.77,8.38
2646,apple hardware,16.92,11.54,32.31,11.54,14.62,13.08
2647,apple hardware,9.93,4.3,43.71,15.89,8.94,17.22
2648,apple hardware,13.11,6.31,51.46,12.62,8.25,8.25
2649,apple hardware,15.84,12.87,24.75,14.85,13.86,17.82
2650,apple hardware,8.59,7.36,42.94,15.34,10.43,15.34
2651,apple hardware,17.88,16.56,29.14,14.57,10.6,11.26
2652,electronics,8.72,11.28,15.38,19.49,8.21,36.92
2653,apple hardware,11.97,11.97,36.75,11.97,13.68,13.68
2654,apple hardware,13.16,17.11,34.21,16.45,8.55,10.53
2655,apple hardware,16.58,12.95,37.82,10.88,7.77,13.99
2656,electronics,11.34,8.25,26.8,11.86,12.89,28.87
2657,apple hardware,15.84,5.88,41.63,13.12,9.5,14.03
2658,apple hardware,6.22,8.29,39.38,17.62,10.88,17.62
2659,apple hardware,13.64,12.73,29.09,15.45,14.55,14.55
2660,apple hardware,10.56,6.11,42.22,16.67,12.78,11.67
2661,apple hardware,11.88,8.12,41.25,15.0,11.25,12.5
2662,apple hardware,15.56,3.81,51.43,11.43,11.43,6.35
2663,apple hardware,10.89,5.06,50.97,14.79,7.39,10.89
2664,apple hardware,7.96,8.96,40.3,14.93,11.94,15.92
2665,apple hardware,18.67,8.44,30.67,15.11,15.11,12.0
2666,apple hardware,13.37,6.95,44.92,11.23,10.16,13.37
2667,apple hardware,17.21,9.02,32.79,13.11,15.57,12.3
2668,apple hardware,11.81,9.45,29.13,19.69,12.6,17.32
2669,apple hardware,13.73,9.15,35.95,10.46,11.11,19.61
2670,apple hardware,11.11,13.33,32.22,15.56,12.22,15.56
2671,apple hardware,19.48,10.39,35.71,15.58,9.74,9.09
2672,apple hardware,12.79,8.14,44.19,8.72,6.98,19.19
2673,apple hardware,16.46,7.17,45.15,11.81,9.28,10.13
2674,apple hardware,10.42,8.85,47.92,11.46,6.77,14.58
2675,electronics,17.99,7.91,13.67,25.18,9.35,25.9
2676,apple hardware,8.38,7.26,36.87,21.23,8.94,17.32
2677,atheism,25.0,7.35,22.79,12.5,11.76,20.59
2678,apple hardware,10.83,10.83,36.67,13.33,14.17,14.17
2679,apple hardware,12.99,16.88,22.08,15.58,14.29,18.18
2680,apple hardware,15.38,11.89,34.27,16.78,9.09,12.59
2681,apple hardware,16.98,11.32,26.42,13.21,15.09,16.98
2682,apple hardware,10.87,11.96,30.98,24.46,9.24,12.5
2683,apple hardware,14.58,7.29,28.65,18.23,11.46,19.79
2684,apple hardware,8.66,15.75,29.13,13.39,16.54,16.54
2685,apple hardware,17.47,4.45,43.49,14.38,7.19,13.01
2686,apple hardware,15.1,7.98,48.58,9.83,6.27,12.25
2687,apple hardware,14.55,12.73,34.55,13.64,9.09,15.45
