document,actual,apple hardware,atheism,hockey,electronics,for sale,guns
2252,apple hardware,29.29,13.57,8.57,16.43,20.71,11.43
2253,apple hardware,29.73,8.11,7.57,20.54,21.08,12.97
2254,electronics,12.95,9.84,9.33,43.01,15.54,9.33
2255,apple hardware,39.68,9.52,10.32,10.32,18.25,11.9
2256,electronics,10.93,12.02,9.29,28.42,27.32,12.02
2257,apple hardware,24.04,12.5,12.5,22.12,18.27,10.58
2258,electronics,20.0,10.0,10.0,35.83,12.5,11.67
2259,apple hardware,20.24,13.1,15.48,16.67,20.24,14.29
2260,electronics,17.47,9.64,8.43,37.35,13.25,13.86
2261,for sale,20.35,9.3,6.4,22.67,34.3,6.98
2262,electronics,9.79,9.79,7.69,49.65,11.89,11.19
2263,electronics,15.0,11.67,10.83,34.17,20.0,8.33
2264,electronics,10.8,15.34,6.82,38.64,14.77,13.64
2265,electronics,6.22,11.0,6.22,44.98,17.22,14.35
2266,for sale,15.38,8.88,10.06,23.08,30.18,12.43
2267,for sale,6.2,5.84,7.66,13.5,58.39,8.39
2268,electronics,8.33,8.33,5.56,54.44,15.0,8.33
2269,apple hardware,26.83,12.2,11.38,21.14,17.07,11.38
2270,electronics,16.35,15.87,8.65,26.92,23.08,9.13
2271,electronics,14.21,10.38,8.74,30.05,21.31,15.3
2272,electronics,10.67,9.55,11.24,41.01,12.92,14.61
2273,electronics,11.31,16.29,8.6,33.48,14.48,15.84
2274,for sale,11.97,8.45,9.15,26.06,29.58,14.79
2275,for sale,4.99,4.16,8.03,8.86,66.48,7.48
2276,electronics,12.44,9.33,8.81,34.2,24.35,10.88
2277,guns,2.85,5.0,1.47,34.45,9.81,46.42
2278,electronics,17.99,10.07,9.35,28.06,23.74,10.79
2279,electronics,12.88,14.11,6.75,39.88,16.56,9.82
2280,electronics,20.0,11.43,11.43,22.86,17.14,17.14
2281,apple hardware,31.96,8.76,6.7,21.13,19.59,11.86
2282,electronics,20.11,10.61,12.85,28.49,15.08,12.85
2283,electronics,28.33,9.44,5.58,31.33,15.88,9.44
2284,for sale,3.78,7.56,5.5,7.56,68.73,6.87
2285,electronics,18.75,10.71,8.93,34.82,15.18,11.61
2286,apple hardware,42.11,10.53,7.89,11.18,15.79,12.5
2287,electronics,18.99,6.33,15.82,29.75,16.46,12.66
2288,electronics,14.39,10.61,9.09,30.3,23.48,12.12
2289,electronics,17.05,13.64,14.77,21.59,20.45,12.5
2290,electronics,22.52,10.6,8.61,37.09,12.58,8.61
2291,electronics,16.0,9.6,16.8,21.6,19.2,16.8
2292,apple hardware,35.9,7.69,12.82,16.67,17.31,9.62
2293,electronics,7.76,16.89,10.96,36.53,10.96,16.89
2294,electronics,9.33,15.33,12.0,34.67,14.67,14.0
2295,apple hardware,23.08,13.29,6.99,23.08,16.08,17.48
2296,electronics,12.69,9.7,8.96,46.27,12.69,9.7
2297,apple hardware,27.18,12.14,9.22,24.76,18.93,7.77
2298,for sale,10.16,10.16,8.02,9.63,51.87,10.16
2299,electronics,8.82,10.29,8.33,48.04,11.27,13.24
2300,electronics,4.81,13.13,3.94,57.55,9.85,10.72
2301,for sale,9.68,6.05,6.05,14.52,54.03,9.68
2302,for sale,19.37,7.21,9.46,20.27,28.38,15.32
2303,electronics,11.04,9.74,12.34,44.16,12.34,10.39
2304,electronics,8.33,11.11,7.78,50.0,13.89,8.89
2305,apple hardware,25.0,12.07,15.52,18.1,16.38,12.93
2306,apple hardware,23.89,10.62,10.62,21.24,17.7,15.93
2307,apple hardware,26.06,10.56,15.49,14.08,18.31,15.49
2308,for sale,24.06,7.49,8.02,12.83,37.97,9.63
2309,electronics,25.68,12.16,6.31,26.13,18.02,11.71
2310,apple hardware,40.86,8.06,8.6,18.82,13.98,9.68
2311,electronics,20.18,16.67,9.65,26.32,17.54,9.65
2312,electronics,20.59,9.56,11.76,34.56,13.24,10.29
2313,for sale,6.85,7.31,3.88,14.61,57.31,10.05
2314,for sale,13.76,13.76,13.76,21.1,22.02,15.6
2315,electronics,17.81,10.27,13.01,32.88,14.38,11.64
2316,for sale,13.68,13.68,11.58,16.84,31.58,12.63
2317,electronics,10.59,12.35,7.65,34.71,23.53,11.18
2318,for sale,14.97,12.24,10.2,20.41,30.61,11.56
2319,electronics,21.64,8.77,18.13,22.81,17.54,11.11
2320,electronics,20.38,8.92,8.28,37.58,17.2,7.64
2321,electronics,16.54,11.02,13.39,25.98,19.69,13.39
2322,electronics,22.52,12.61,10.81,26.13,13.51,14.41
2323,electronics,19.39,13.27,15.31,22.45,16.33,13.27
2324,for sale,15.83,9.35,16.55,18.71,31.65,7.91
2325,electronics,10.14,10.14,7.25,47.83,15.22,9.42
2326,electronics,11.59,14.02,10.37,29.27,22.56,12.2
2327,electronics,19.12,13.24,15.44,19.85,18.38,13.97
2328,for sale,16.38,12.07,10.34,17.24,28.45,15.52
2329,for sale,17.89,13.68,18.95,11.58,21.05,16.84
2330,electronics,5.98,12.39,7.26,46.15,10.68,17.52
2331,for sale,16.89,9.13,6.85,29.22,31.96,5.94
2332,electronics,15.2,9.6,12.0,32.8,19.2,11.2
2333,electronics,20.0,14.4,8.8,28.8,16.8,11.2
2334,for sale,4.15,7.67,2.88,9.58,64.38,11.34
2335,electronics,7.47,13.22,9.77,44.25,19.54,5.75
2336,electronics,5.03,10.07,6.04,51.34,20.47,7.05
2337,electronics,10.53,7.02,11.11,43.86,19.88,7.6
2338,for sale,17.19,10.42,6.25,26.04,33.33,6.77
2339,electronics,11.28,9.74,7.18,44.1,13.85,13.85
2340,apple hardware,23.08,10.99,15.38,17.58,17.58,15.38
2341,electronics,11.49,6.9,9.58,30.65,27.97,13.41
2342,apple hardware,38.06,7.74,9.68,21.29,12.9,10.32
2343,apple hardware,53.11,5.74,5.74,19.14,11.0,5.26
2344,apple hardware,27.68,10.71,13.39,24.11,13.39,10.71
2345,apple hardware,32.0,11.2,8.8,25.6,12.0,10.4
2346,electronics,17.19,10.16,17.19,30.47,14.06,10.94
2347,for sale,10.09,13.76,12.39,25.23,26.61,11.93
2348,for sale,8.97,8.33,8.97,29.49,35.26,8.97
2349,for sale,11.76,11.03,8.09,17.65,36.76,14.71
2350,electronics,7.11,7.61,7.61,38.07,29.95,9.64
2351,for sale,12.82,8.55,9.4,20.51,35.9,12.82
2352,electronics,14.89,12.6,6.87,41.98,15.65,8.02
2353,apple hardware,33.96,9.43,13.21,19.81,13.21,10.38
2354,for sale,16.51,11.01,12.84,15.6,31.19,12.84
2355,for sale,13.86,10.89,9.9,12.87,42.57,9.9
2356,apple hardware,35.42,11.46,11.46,13.54,17.71,10.42
2357,electronics,17.55,4.64,6.29,30.46,26.16,14.9
2358,for sale,13.71,13.71,11.29,25.0,27.42,8.87
2359,for sale,12.3,11.48,13.11,24.59,25.41,13.11
2360,electronics,10.29,10.29,10.29,39.71,19.85,9.56
2361,for sale,9.66,6.25,9.09,10.23,57.95,6.82
2362,electronics,11.94,8.96,20.4,23.88,22.39,12.44
2363,electronics,12.73,14.55,10.91,30.0,20.0,11.82
2364,for sale,17.37,9.86,5.63,24.41,36.15,6.57
2365,electronics,21.64,8.19,8.19,33.92,17.54,10.53
2366,electronics,14.2,8.02,10.49,37.04,16.05,14.2
2367,electronics,22.31,7.69,7.69,40.0,13.08,9.23
2368,apple hardware,25.58,12.4,16.28,9.3,25.58,10.85
2369,for sale,13.92,8.25,9.79,24.23,32.47,11.34
2370,for sale,17.07,13.41,13.41,19.51,23.17,13.41
2371,apple hardware,39.45,12.84,11.93,11.01,12.84,11.93
2372,electronics,9.33,17.33,10.67,38.0,14.0,10.67
2373,for sale,8.79,9.89,7.69,28.57,31.87,13.19
2374,electronics,6.25,9.9,7.29,52.6,13.54,10.42
2375,electronics,15.6,11.01,10.09,24.77,24.77,13.76
2376,for sale,17.0,11.0,18.0,12.0,31.0,11.0
2377,electronics,11.17,12.14,8.74,36.89,20.39,10.68
2378,apple hardware,26.27,11.86,13.56,19.49,15.25,13.56
2379,for sale,10.95,12.41,9.49,24.09,33.58,9.49
2380,electronics,12.27,14.11,9.82,33.74,22.7,7.36
2381,for sale,21.88,10.62,8.75,20.62,28.75,9.38
2382,electronics,9.97,4.82,9.32,61.74,6.75,7.4
2383,electronics,13.95,11.63,11.63,34.88,15.12,12.79
2384,electronics,24.83,8.97,14.48,31.03,9.66,11.03
2385,electronics,11.43,8.1,9.52,38.57,22.86,9.52
2386,electronics,15.13,8.4,6.72,56.3,8.4,5.04
2387,for sale,22.76,13.79,11.03,20.0,24.14,8.28
2388,electronics,20.0,15.0,9.17,31.67,12.5,11.67
2389,electronics,8.67,8.09,6.94,47.98,17.92,10.4
2390,apple hardware,23.3,15.53,10.68,23.3,17.48,9.71
2391,electronics,21.8,11.28,9.77,24.81,20.3,12.03
2392,electronics,9.29,10.93,9.29,25.68,19.67,25.14
2393,for sale,13.7,9.59,6.85,26.71,29.45,13.7
2394,apple hardware,20.88,12.09,20.88,15.38,18.68,12.09
2395,electronics,15.3,8.74,9.29,28.42,14.75,23.5
2396,electronics,18.26,13.91,14.78,19.13,18.26,15.65
2397,electronics,8.33,15.48,8.33,39.88,14.29,13.69
2398,electronics,19.26,8.15,10.37,31.11,22.96,8.15
2399,for sale,19.16,13.17,13.77,13.17,29.34,11.38
